hotel_id,hotel_name,area,platform,candidate_rank,candidate_url,candidate_detected_name,candidate_location,name_similarity,area_match,address_match,brand_collision_flag,candidate_score,validation_status,validation_note,discovered_at
BOD015,The Ni Villas Akyarlar,Akyarlar,google_travel,1,https://www.google.com/travel/hotels/entity?q=The%20Ni%20Villas%20Akyarlar%20Akyarlar%20Bodrum&ved=2ahUKEwi6j4-llr6WAxV3SEECHWX1CgYQvukIegUIAxDyAg&ts=CAISCgoCCAMKAggDEAAaRwopEicyJTB4MTRiZTBkNjY5NjQ2NWJhOToweDQ0ZDBjMmEzMThlN2RiMGISGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Akyarlar · 199 sonuç,Yeni sekmede aç,0.4,,,False,41,REJECTED_CANDIDATE,"detected='Akyarlar · 199 sonuç' vs expected='The Ni Villas Akyarlar' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=41",2026-08-26T11:19:30Z
BOD016,Xanadu Island,Akyarlar,google_travel,1,https://www.google.com/travel/hotels/entity/ChcIgv_kqOT446h4GgsvZy8xdGZsdjYzORAB?q=Xanadu%20Island%20Akyarlar%20Bodrum&ved=2ahUKEwjM05Gulr6WAxWJOQYAHSpSBBkQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Xanadu Island,Xanadu Island otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Xanadu Island' vs expected='Xanadu Island' (card near-text was 'Xanadu Island otelini yeni sekmede aç', 31 candidates on page) -> score=95",2026-08-26T11:19:49Z
BOD017,Ambrosia Otel Beach & Spa,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Ambrosia%20Otel%20Beach%20%26%20Spa%20Bitez%20Bodrum&ved=2ahUKEwiOgLu0lr6WAxUgMgYAHcceKz4QvukIegUIAxDNAw&ts=CAEaNQoXEhUKCy9nLzF2bm4zbXBsOgZCb2RydW0SGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Ambrosia Otel Beach & Spa · 186 sonuç,Yeni sekmede aç,0.8214,,,False,79,REVIEW_REQUIRED,"detected='Ambrosia Otel Beach & Spa · 186 sonuç' vs expected='Ambrosia Otel Beach & Spa' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=79",2026-08-26T11:20:02Z
BOD018,Bitez Deniz Hotel - Restaurant - Beach,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Bitez%20Deniz%20Hotel%20%20%20Restaurant%20%20%20Beach%20Bitez%20Bodrum&ved=2ahUKEwiHj_W7lr6WAxXABQYAHdCYLG8QvukIegUIAxDRAw&ts=CAEaNgoYEhYKDC9nLzFwcDJ0XzJkODoGQm9kcnVtEhoSFAoHCOoPEAkYBxIHCOoPEAkYCBgBMgIIAioHCgU6A1RSWQ&rp=OAFIAg,Bitez Deniz Hotel - Restaurant - Beach · 195 sonuç,Yeni sekmede aç,0.8718,,,False,83,REVIEW_REQUIRED,"detected='Bitez Deniz Hotel - Restaurant - Beach · 195 sonuç' vs expected='Bitez Deniz Hotel - Restaurant - Beach' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",2026-08-26T11:20:18Z
BOD019,Bitez Garden Life Hotel&Suites,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Bitez%20Garden%20Life%20Hotel%26Suites%20Bitez%20Bodrum&ved=2ahUKEwiKqdTIlr6WAxVyIwYAHWzxDSAQvukIegUIAxDZAw&ts=CAEaNgoYEhYKDC9nLzFqa3hrY3k0ZjoGQm9kcnVtEhoSFAoHCOoPEAkYBxIHCOoPEAkYCBgBMgIIAioHCgU6A1RSWQ&rp=OAFIAg,Bitez Garden Life Hotel&Suites · 193 sonuç,Yeni sekmede aç,0.8571,,,False,82,REVIEW_REQUIRED,"detected='Bitez Garden Life Hotel&Suites · 193 sonuç' vs expected='Bitez Garden Life Hotel&Suites' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=82",2026-08-26T11:20:45Z
BOD020,Bitez Risa Hotel,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChgIqLSo4o_E9rtUGgwvZy8xMXkwbmxzajUQAQ?q=Bitez%20Risa%20Hotel%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiFk4DQlr6WAxVRe0ECHVDNCIwQvukIegQIAxAC,Bitez Risa Hotel,Bitez Risa Hotel otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Bitez Risa Hotel' vs expected='Bitez Risa Hotel' (card near-text was 'Bitez Risa Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:21:00Z
BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Caresse%2C%20a%20Luxury%20Collection%20Resort%20%26%20Spa%2C%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwini8XWlr6WAxUWfUECHUCNEIAQvukIegUIAxDSAw&ts=CAEaNwoZEhcKDS9nLzExYnZfZGtzcHE6BkJvZHJ1bRIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,"Caresse, A Luxury Collection Resort & Spa, Bodrum · 194 sonuç",Yeni sekmede aç,0.9,,,False,86,FOUND_HIGH_CONFIDENCE,"detected='Caresse, A Luxury Collection Resort & Spa, Bodrum · 194 sonuç' vs expected='Caresse, a Luxury Collection Resort & Spa, Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=86",2026-08-26T11:21:14Z
BOD022,Dolce Vita Luxury Bungalows,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Dolce%20Vita%20Luxury%20Bungalows%20Bitez%20Bodrum&ved=2ahUKEwj21Mjdlr6WAxUQBwYAHYdwNFoQvukIegUIAxDgAw&ts=CAEaTAouEiwKDS9nLzExa2o4MWNsMWg6G0RvbGNlIFZpdGEgTHV4dXJ5IEJ1bmdhbG93cxIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,Dolce Vita Luxury Bungalows · 176 sonuç,Yeni sekmede aç,0.8438,,,False,81,REVIEW_REQUIRED,"detected='Dolce Vita Luxury Bungalows · 176 sonuç' vs expected='Dolce Vita Luxury Bungalows' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=81",2026-08-26T11:21:29Z
BOD023,Doria Hotel Bodrum,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Doria%20Hotel%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwiYxPPnlr6WAxWpBwYAHXONO8YQvukIegUIAxDzAw&ts=CAEaNQoXEhUKCy9nLzF0ZHY4cGc3OgZCb2RydW0SGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Doria Hotel Bodrum · 172 sonuç,Yeni sekmede aç,0.7826,,,False,75,REVIEW_REQUIRED,"detected='Doria Hotel Bodrum · 172 sonuç' vs expected='Doria Hotel Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=75",2026-08-26T11:21:50Z
BOD024,HAKAN OTEL,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChcI4LLmvM7ss58xGgsvZy8xdGQ0NHA1NxAB?q=HAKAN%20OTEL%20Bitez%20Bodrum&ved=2ahUKEwjH76Pvlr6WAxXEUEECHRaaAcIQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,HAKAN OTEL,HAKAN OTEL otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='HAKAN OTEL' vs expected='HAKAN OTEL' (card near-text was 'HAKAN OTEL otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:22:06Z
BOD025,Halikarya Hotel & Restaurant Beach,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChkI6pWuqJPY-ZwEGg0vZy8xMXlnXzFkejZ5EAE?q=Halikarya%20Hotel%20%26%20Restaurant%20Beach%20Bitez%20Bodrum&ved=2ahUKEwiRzOv1lr6WAxXLdkECHR00OEEQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Halikarya Hotel & Restaurant Beach,Halikarya Hotel & Restaurant Beach otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Halikarya Hotel & Restaurant Beach' vs expected='Halikarya Hotel & Restaurant Beach' (card near-text was 'Halikarya Hotel & Restaurant Beach otelini yeni sekmede aç', 25 candidates on page) -> score=95",2026-08-26T11:22:19Z
BOD026,Manuela Otel Bitez,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChcI-qjp_pHNlqM9GgsvZy8xdGR2OF8zcRAB?q=Manuela%20Otel%20Bitez%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwiqx4L_lr6WAxU2fUECHaUZLGAQvukIegQIAxAC&ap=KigKEgl4sK3fJoNCQBFTmHQQXmE7QBISCWCjDhXSg0JAEVOYdISOYjtA,Manuela Otel Bitez,Manuela Otel Bitez otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Manuela Otel Bitez' vs expected='Manuela Otel Bitez' (card near-text was 'Manuela Otel Bitez otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:22:39Z
BOD027,Meis Apart Hotel,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Meis%20Apart%20Hotel%20Bitez%20Bodrum&ved=2ahUKEwj27PaGl76WAxUNekECHUexF4UQvukIegUIAxDUAw&ts=CAEaNQoXEhUKCy9nLzF3Y2pfczczOgZCb2RydW0SGhIUCgcI6g8QCRgHEgcI6g8QCRgIGAEyAggCKgcKBToDVFJZ&rp=OAFIAg,Meis Apart Hotel · 195 sonuç,Yeni sekmede aç,0.7619,,,False,74,REVIEW_REQUIRED,"detected='Meis Apart Hotel · 195 sonuç' vs expected='Meis Apart Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=74",2026-08-26T11:22:55Z
BOD028,Mira Beach Resort Bodrum,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Mira%20Beach%20Resort%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwiS9MSPl76WAxW5TUECHQQWO9cQvukIegUIAxDhAw&ts=CAEaSQorEikKDS9nLzExejM4M3dxMmM6GE1pcmEgQmVhY2ggUmVzb3J0IEJvZHJ1bRIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,Mira Beach Resort Bodrum · 198 sonuç,Yeni sekmede aç,0.8276,,,False,79,REVIEW_REQUIRED,"detected='Mira Beach Resort Bodrum · 198 sonuç' vs expected='Mira Beach Resort Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=79",2026-08-26T11:23:13Z
BOD029,Mumu Bodrum Hotel,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Mumu%20Bodrum%20Hotel%20Bitez%20Bodrum&ved=2ahUKEwi74Lual76WAxVEi3wGHT5JC3YQvukIegUIAxDXAw&ts=CAEaQgokEiIKDS9nLzExeTN6NnlybXk6EU11bXUgQm9kcnVtIEhvdGVsEhoSFAoHCOoPEAkYBxIHCOoPEAkYCBgBMgIIAioHCgU6A1RSWQ&rp=OAFIAg,Mumu Bodrum Hotel · 192 sonuç,Yeni sekmede aç,0.7727,,,False,75,REVIEW_REQUIRED,"detected='Mumu Bodrum Hotel · 192 sonuç' vs expected='Mumu Bodrum Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=75",2026-08-26T11:23:36Z
BOD030,Natur Garden Hotel Bitez Bodrum,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChgI_YuOi7bAtqT2ARoLL2cvMXRkdDNmeWgQAQ?q=Natur%20Garden%20Hotel%20Bitez%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwicu8-hl76WAxUZlnwGHTIDEYQQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,Natur Garden Hotel Bitez Bodrum,Natur Garden Hotel Bitez Bodrum otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Natur Garden Hotel Bitez Bodrum' vs expected='Natur Garden Hotel Bitez Bodrum' (card near-text was 'Natur Garden Hotel Bitez Bodrum otelini yeni sekmede aç', 25 candidates on page) -> score=95",2026-08-26T11:23:51Z
BOD031,Okaliptus Otel,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChcImKD7qd_k4OsZGgsvZy8xdHA2OHFfNhAB?q=Okaliptus%20Otel%20Bitez%20Bodrum&ved=2ahUKEwikzJWol76WAxWoAwYAHfHqA1MQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Okaliptus Otel,Okaliptus Otel otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Okaliptus Otel' vs expected='Okaliptus Otel' (card near-text was 'Okaliptus Otel otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:24:05Z
BOD032,Paloma Family Club Bitez,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChgIpr3nq9uz05WXARoLL2cvMXRuZGdtajEQAQ?q=Paloma%20Family%20Club%20Bitez%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwi03pKvl76WAxWqj3wGHX_GF08QvukIegQIAxAC,Paloma Family Club Bitez,Paloma Family Club Bitez otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Paloma Family Club Bitez' vs expected='Paloma Family Club Bitez' (card near-text was 'Paloma Family Club Bitez otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:24:20Z
BOD033,Ramada Resort by Wyndham Bodrum,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChcI_6azjs-vhudnGgsvZy8xdnBnajBfeRAB?q=Ramada%20Resort%20by%20Wyndham%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwjp_9K1l76WAxXmZkECHYt_Ff8QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,Ramada Resort by Wyndham Bodrum,Ramada Resort by Wyndham Bodrum otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Ramada Resort by Wyndham Bodrum' vs expected='Ramada Resort by Wyndham Bodrum' (card near-text was 'Ramada Resort by Wyndham Bodrum otelini yeni sekmede aç', 25 candidates on page) -> score=95",2026-08-26T11:24:33Z
BOD034,Çınar Butik Otel Bodrum,Bitez,google_travel,1,https://www.google.com/travel/hotels/entity/ChkIkpWL3r_aqPFYGg0vZy8xMXBrbHRreHgxEAE?q=%C3%87%C4%B1nar%20Butik%20Otel%20Bodrum%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwigxKu8l76WAxUrBQYAHeURI20QvukIegQIAxAC,Çınar Butik Otel Bodrum,Çınar Butik Otel Bodrum otelini yeni sekmede aç,1.0,,,False,95,FOUND_EXACT,"detected='Çınar Butik Otel Bodrum' vs expected='Çınar Butik Otel Bodrum' (card near-text was 'Çınar Butik Otel Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",2026-08-26T11:24:47Z
BOD035,Azka Otel - Bardakçı Koyu,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Azka%20Otel%20%20%20Bardak%C3%A7%C4%B1%20Koyu%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwjHwtvSl76WAxUWfUECHUCNEIAQvukIegQIAxAa&ts=CAE,Azka Otel Bardakçı Koyu Bodrum Merkez Bodrum,Yeni sekmede aç,0.6866,,,False,67,REJECTED_CANDIDATE,"detected='Azka Otel Bardakçı Koyu Bodrum Merkez Bodrum' vs expected='Azka Otel - Bardakçı Koyu' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=67",2026-08-26T11:25:34Z
BOD037,Bodrum Bay Resort,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Bodrum%20Bay%20Resort%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwiw4tvhl76WAxW7OgYAHaBPIiwQvukIegQIAxAa&ts=CAE,Bodrum Bay Resort Bodrum Merkez Bodrum,Yeni sekmede aç,0.6182,,,False,61,REJECTED_CANDIDATE,"detected='Bodrum Bay Resort Bodrum Merkez Bodrum' vs expected='Bodrum Bay Resort' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=61",2026-08-26T11:26:06Z
BOD038,Casa Mare Bodrum,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Casa%20Mare%20Bodrum%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwjW-M7wl76WAxU_hnwGHRgHJykQvukIegQIAxAa&ts=CAE,Casa Mare Bodrum Bodrum Merkez Bodrum,Yeni sekmede aç,0.6038,,,False,59,REJECTED_CANDIDATE,"detected='Casa Mare Bodrum Bodrum Merkez Bodrum' vs expected='Casa Mare Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=59",2026-08-26T11:26:37Z
BOD039,Casa Nonna Bodrum,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Casa%20Nonna%20Bodrum%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwiF15CAmL6WAxWLBwYAHUh5Lg8QvukIegQIAxAa&ts=CAE,Casa Nonna Bodrum Bodrum Merkez Bodrum,Yeni sekmede aç,0.6182,,,False,61,REJECTED_CANDIDATE,"detected='Casa Nonna Bodrum Bodrum Merkez Bodrum' vs expected='Casa Nonna Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=61",2026-08-26T11:27:09Z
BOD040,Diamond of Bodrum Hotel,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=Diamond%20of%20Bodrum%20Hotel%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwjE476OmL6WAxWvoHwGHSu_GAkQvukIegQIAxAa&ts=CAE,Diamond of Bodrum Hotel Bodrum Merkez Bodrum,Yeni sekmede aç,0.6866,,,False,67,REJECTED_CANDIDATE,"detected='Diamond of Bodrum Hotel Bodrum Merkez Bodrum' vs expected='Diamond of Bodrum Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=67",2026-08-26T11:27:40Z
BOD041,La Quinta by Wyndham Bodrum,Bodrum Merkez,google_travel,1,https://www.google.com/travel/hotels/entity?q=La%20Quinta%20by%20Wyndham%20Bodrum%20Bodrum%20Merkez%20Bodrum&ved=2ahUKEwiWm4-dmL6WAxVIQkECHQurFJoQvukIegQIAxAa&ts=CAE,La Quinta by Wyndham Bodrum Bodrum Merkez Bodrum,Yeni sekmede aç,0.72,,,False,70,REVIEW_REQUIRED,"detected='La Quinta by Wyndham Bodrum Bodrum Merkez Bodrum' vs expected='La Quinta by Wyndham Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=70",2026-08-26T11:28:10Z
