hotel_id,hotel_name,area,platform,candidate_rank,candidate_url,candidate_detected_name,candidate_location,name_similarity,area_match,address_match,brand_collision_flag,candidate_score,validation_status,validation_note,discovered_at
BOD020,Bitez Risa Hotel,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3457591,Bitez Risa Hotel,Bitez Risa Hotel,1.0,,,False,95,FOUND_EXACT,suggestion='Bitez Risa Hotel' (sim=1.00) detected='Bitez Risa Hotel' vs expected='Bitez Risa Hotel' -> score=95,2026-08-26T20:57:39Z
BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3799303,"Caresse, a Luxury Collection Resort & Spa, Bodrum","Caresse, a Luxury Collection Resort & Spa, Bodrum",1.0,,,False,95,FOUND_EXACT,"suggestion='Caresse, a Luxury Collection Resort & Spa, Bodrum' (sim=1.00) detected='Caresse, a Luxury Collection Resort & Spa, Bodrum' vs expected='Caresse, a Luxury Collection Resort & Spa, Bodrum' -> score=95",2026-08-26T20:58:03Z
BOD022,Dolce Vita Luxury Bungalows,Bitez,trip,1,,,Dolce Vita Luxury Bungalows,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=Dolce%20Vita%20Luxury%20Bungalows%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=Dolce%20Vita%20Luxury%20Bungalows&searchType=LM&optionId=0&searchValue=131%7C0*131*37.0465537%7C27.4011106%7CDolce%20Vita%20Luxury%20Bungalows%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T20:58:30Z
BOD023,Doria Hotel Bodrum,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3114076,Doria Hotel Bodrum-City Center,Doria Hotel Bodrum,0.75,,,False,73,REVIEW_REQUIRED,suggestion='Doria Hotel Bodrum' (sim=1.00) detected='Doria Hotel Bodrum-City Center' vs expected='Doria Hotel Bodrum' -> score=73,2026-08-26T20:58:45Z
BOD024,HAKAN OTEL,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=10797159,Hakan Apart Otel,HAKAN OTEL,0.7692,,,False,74,REVIEW_REQUIRED,suggestion='HAKAN OTEL' (sim=1.00) detected='Hakan Apart Otel' vs expected='HAKAN OTEL' -> score=74,2026-08-26T20:59:09Z
BOD025,Halikarya Hotel & Restaurant Beach,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=133162789,Halikarya Hotel & Restaurant Beach,Halikarya Hotel & Restaurant Beach,1.0,,,False,95,FOUND_EXACT,suggestion='Halikarya Hotel & Restaurant Beach' (sim=1.00) detected='Halikarya Hotel & Restaurant Beach' vs expected='Halikarya Hotel & Restaurant Beach' -> score=95,2026-08-26T20:59:32Z
BOD026,Manuela Otel Bitez,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=2084358,Manuela Boutique Hotel Bitez,Manuela Otel Bitez,0.7826,,,False,75,REVIEW_REQUIRED,suggestion='Manuela Otel Bitez' (sim=1.00) detected='Manuela Boutique Hotel Bitez' vs expected='Manuela Otel Bitez' -> score=75,2026-08-26T20:59:56Z
BOD027,Meis Apart Hotel,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=4959548,Senmei International Apartment Hotel (Shenzhen Binhe Shidai),Meis Apart Hotel,0.4054,,,False,41,REJECTED_CANDIDATE,suggestion='Meis Apart Hotel' (sim=1.00) detected='Senmei International Apartment Hotel (Shenzhen Binhe Shidai)' vs expected='Meis Apart Hotel' -> score=41,2026-08-26T21:00:22Z
BOD028,Mira Beach Resort Bodrum,Bitez,trip,1,,,Mira Beach Resort Bodrum,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=Mira%20Beach%20Resort%20Bodrum%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=Mira%20Beach%20Resort%20Bodrum&searchType=LM&optionId=0&searchValue=131%7C0*131*37.0266614%7C27.3723359%7CMira%20Beach%20Resort%20Bodrum%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:00:52Z
BOD029,Mumu Bodrum Hotel,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=119015660,Mumu Bodrum Hotel,Mumu Bodrum Hotel,1.0,,,False,95,FOUND_EXACT,suggestion='Mumu Bodrum Hotel' (sim=1.00) detected='Mumu Bodrum Hotel' vs expected='Mumu Bodrum Hotel' -> score=95,2026-08-26T21:01:07Z
BOD030,Natur Garden Hotel Bitez Bodrum,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3455813,Natur Garden Hotel,Natur Garden Hotel Bitez Bodrum,0.7347,,,False,71,REVIEW_REQUIRED,suggestion='Natur Garden Hotel Bitez Bodrum' (sim=1.00) detected='Natur Garden Hotel' vs expected='Natur Garden Hotel Bitez Bodrum' -> score=71,2026-08-26T21:01:33Z
BOD031,Okaliptus Otel,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=5420290,Okaliptus Otel,Okaliptus Otel,1.0,,,False,95,FOUND_EXACT,suggestion='Okaliptus Otel' (sim=1.00) detected='Okaliptus Otel' vs expected='Okaliptus Otel' -> score=95,2026-08-26T21:01:58Z
BOD032,Paloma Family Club Bitez,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3737860,PALOMA FAMILY CLUB,Paloma Family Club Bitez,0.8571,,,False,82,REVIEW_REQUIRED,suggestion='Paloma Family Club Bitez' (sim=1.00) detected='PALOMA FAMILY CLUB' vs expected='Paloma Family Club Bitez' -> score=82,2026-08-26T21:02:23Z
BOD033,Ramada Resort by Wyndham Bodrum,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=2504739,Ramada Resort by Wyndham Bodrum,Ramada Resort by Wyndham Bodrum,1.0,,,False,95,FOUND_EXACT,suggestion='Ramada Resort by Wyndham Bodrum' (sim=1.00) detected='Ramada Resort by Wyndham Bodrum' vs expected='Ramada Resort by Wyndham Bodrum' -> score=95,2026-08-26T21:02:49Z
BOD034,Çınar Butik Otel Bodrum,Bitez,trip,1,https://www.trip.com/hotels/detail/?hotelId=97340683,Çınar Boutique Hotel Bodrum,Çınar Butik Otel Bodrum,0.88,,,False,84,REVIEW_REQUIRED,suggestion='Çınar Butik Otel Bodrum' (sim=1.00) detected='Çınar Boutique Hotel Bodrum' vs expected='Çınar Butik Otel Bodrum' -> score=84,2026-08-26T21:03:13Z
BOD035,Azka Otel - Bardakçı Koyu,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3067877,Azka Hotel,Azka Otel - Bardakçı Koyu,0.5455,,,False,54,REJECTED_CANDIDATE,suggestion='Azka Otel - Bardakçı Koyu' (sim=1.00) detected='Azka Hotel' vs expected='Azka Otel - Bardakçı Koyu' -> score=54,2026-08-26T21:03:38Z
BOD036,Bodrium Hotel & SPA,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3053057,Bodrium Hotel & Spa,Bodrium Hotel & SPA,1.0,,,False,95,FOUND_EXACT,suggestion='Bodrium Hotel & SPA' (sim=1.00) detected='Bodrium Hotel & Spa' vs expected='Bodrium Hotel & SPA' -> score=95,2026-08-26T21:04:05Z
BOD037,Bodrum Bay Resort,Bodrum Merkez,trip,1,,,Bodrum Bay Resort,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=Bodrum%20Bay%20Resort%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=Bodrum%20Bay%20Resort&searchType=LM&optionId=0&searchValue=131%7C0*131*37.0243031%7C27.4162749%7CBodrum%20Bay%20Resort%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:04:30Z
BOD038,Casa Mare Bodrum,Bodrum Merkez,trip,1,,,Casa Mare Bodrum,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=CASA%20MARE%20BODRUM%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=CASA%20MARE%20BODRUM&searchType=LM&optionId=0&searchValue=131%7C0*131*37.0293292%7C27.4164266%7CCASA%20MARE%20BODRUM%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:04:44Z
BOD039,Casa Nonna Bodrum,Bodrum Merkez,trip,1,,,Casa Nonna Bodrum,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=Casa%20Nonna%20Bodrum%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=Casa%20Nonna%20Bodrum&searchType=LM&optionId=0&searchValue=131%7C0*131*37.0038983%7C27.4618751%7CCasa%20Nonna%20Bodrum%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:04:59Z
BOD040,Diamond of Bodrum Hotel,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3733634,Diamond of Bodrum,Diamond of Bodrum Hotel,0.85,,,False,81,REVIEW_REQUIRED,suggestion='Diamond of Bodrum Hotel' (sim=1.00) detected='Diamond of Bodrum' vs expected='Diamond of Bodrum Hotel' -> score=81,2026-08-26T21:05:14Z
BOD041,La Quinta by Wyndham Bodrum,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=3112073,La Quinta by Wyndham Bodrum,La Quinta by Wyndham Bodrum,1.0,,,False,95,FOUND_EXACT,suggestion='La Quinta by Wyndham Bodrum' (sim=1.00) detected='La Quinta by Wyndham Bodrum' vs expected='La Quinta by Wyndham Bodrum' -> score=95,2026-08-26T21:05:39Z
BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=9664001,METT Hotel & Beach Resort Bodrum,METT Hotel & Beach Resort Bodrum,1.0,,,False,95,FOUND_EXACT,suggestion='METT Hotel & Beach Resort Bodrum' (sim=1.00) detected='METT Hotel & Beach Resort Bodrum' vs expected='METT Hotel & Beach Resort Bodrum' -> score=95,2026-08-26T21:07:43Z
BOD044,Noa Suite Hotel,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=96736882,Noa Suite Hotel Only Adult,Noa Suite Hotel,0.7317,,,False,71,REVIEW_REQUIRED,suggestion='Noa Suite Hotel' (sim=1.00) detected='Noa Suite Hotel Only Adult' vs expected='Noa Suite Hotel' -> score=71,2026-08-26T21:08:12Z
BOD045,Salmakis Resort & Spa,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=2564875,Salmakis Resort & Spa,Salmakis Resort & Spa,1.0,,,False,95,FOUND_EXACT,suggestion='Salmakis Resort & Spa' (sim=1.00) detected='Salmakis Resort & Spa' vs expected='Salmakis Resort & Spa' -> score=95,2026-08-26T21:08:39Z
BOD046,Senses Hotel,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=7182346,Senses Hotel - Adults Only,Senses Hotel,0.6667,,,False,65,REJECTED_CANDIDATE,suggestion='Senses Hotel' (sim=1.00) detected='Senses Hotel - Adults Only' vs expected='Senses Hotel' -> score=65,2026-08-26T21:09:04Z
BOD047,The Marmara Bodrum,Bodrum Merkez,trip,1,https://www.trip.com/hotels/detail/?hotelId=750374,The Marmara Bodrum - Adult Only,The Marmara Bodrum,0.766,,,False,74,REVIEW_REQUIRED,suggestion='The Marmara Bodrum' (sim=1.00) detected='The Marmara Bodrum - Adult Only' vs expected='The Marmara Bodrum' -> score=74,2026-08-26T21:09:30Z
BOD048,Babana Hotel,Göltürkbükü,trip,1,https://www.trip.com/hotels/detail/?hotelId=3444382,Babana Hotel,Babana Hotel,1.0,,,False,95,FOUND_EXACT,suggestion='Babana Hotel' (sim=1.00) detected='Babana Hotel' vs expected='Babana Hotel' -> score=95,2026-08-26T21:09:56Z
BOD049,Casa Del Mar Bodrum,Göltürkbükü,trip,1,,,Casa Del Mar Bodrum,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=casa%20del%20mar%20bodrum%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=casa%20del%20mar%20bodrum&searchType=LM&optionId=0&searchValue=131%7C0*131*37.118254%7C27.3875357%7Ccasa%20del%20mar%20bodrum%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:10:21Z
BOD050,Daphnis Hotel Gölköy,Göltürkbükü,trip,1,https://www.trip.com/hotels/detail/?hotelId=6385649,Daphnis Hotel,Daphnis Hotel Gölköy,0.7879,,,False,76,REVIEW_REQUIRED,suggestion='Daphnis Hotel Gölköy' (sim=1.00) detected='Daphnis Hotel' vs expected='Daphnis Hotel Gölköy' -> score=76,2026-08-26T21:10:37Z
BOD052,Flamm Bodrum,Göltürkbükü,trip,1,,,Flamm Bodrum,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=Flamm%20Bodrum%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=Flamm%20Bodrum&searchType=LM&optionId=0&searchValue=131%7C0*131*37.119175%7C27.3914586%7CFlamm%20Bodrum%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:11:04Z
BOD053,Gölköy Suites,Göltürkbükü,trip,1,,,Gölköy Suites,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=G%C3%B6lk%C3%B6y%20Suites%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=G%C3%B6lk%C3%B6y%20Suites&searchType=LM&optionId=0&searchValue=131%7C0*131*37.119574%7C27.3896168%7CG%C3%B6lk%C3%B6y%20Suites%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:11:19Z
BOD054,Lavinya Maison,Göltürkbükü,trip,1,https://www.trip.com/hotels/detail/?hotelId=4067437,Lavinya Otel,Lavinya Maison,0.6923,,,False,67,REJECTED_CANDIDATE,suggestion='Lavinya Maison' (sim=1.00) detected='Lavinya Otel' vs expected='Lavinya Maison' -> score=67,2026-08-26T21:11:34Z
BOD057,Selvi Bodrum,Göltürkbükü,trip,1,,,Selvi Bodrum,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=Selvi%20Bodrum%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=Selvi%20Bodrum&searchType=LM&optionId=0&searchValue=131%7C0*131*37.1184484%7C27.394029%7CSelvi%20Bodrum%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:11:57Z
BOD060,Club Shark Hotel,Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=3110682,Club Shark Hotel,Club Shark Hotel,1.0,,,False,95,FOUND_EXACT,suggestion='Club Shark Hotel' (sim=1.00) detected='Club Shark Hotel' vs expected='Club Shark Hotel' -> score=95,2026-08-26T21:12:12Z
BOD061,Gümbet Anıl Beach,Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=3139941,Gumbet Anil Beach,Gümbet Anıl Beach,1.0,,,False,95,FOUND_EXACT,suggestion='Gümbet Anıl Beach' (sim=1.00) detected='Gumbet Anil Beach' vs expected='Gümbet Anıl Beach' -> score=95,2026-08-26T21:12:37Z
BOD062,"Gümbet Cove Hotel, Muğla Türkiye",Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=3455815,Gumbet Cove Hotel,"Gümbet Cove Hotel, Muğla Türkiye",0.7083,,,False,69,REJECTED_CANDIDATE,"suggestion='Gümbet Cove Hotel, Muğla Türkiye' (sim=1.00) detected='Gumbet Cove Hotel' vs expected='Gümbet Cove Hotel, Muğla Türkiye' -> score=69",2026-08-26T21:13:02Z
BOD064,Jasmin Elite Residence & Spa,Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=10734986,Jasmin Elite Residence & Spa,Jasmin Elite Residence & Spa,1.0,,,False,95,FOUND_EXACT,suggestion='Jasmin Elite Residence & Spa' (sim=1.00) detected='Jasmin Elite Residence & Spa' vs expected='Jasmin Elite Residence & Spa' -> score=95,2026-08-26T21:15:07Z
BOD065,Mirada Exclusive Bodrum,Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=96677392,Mirada Exclusive Bodrum,Mirada Exclusive Bodrum,1.0,,,False,95,FOUND_EXACT,suggestion='Mirada Exclusive Bodrum' (sim=1.00) detected='Mirada Exclusive Bodrum' vs expected='Mirada Exclusive Bodrum' -> score=95,2026-08-26T21:15:33Z
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=4373993,Royal Asarlik Beach Hotel,Royal Asarlik Beach Hotel & Spa,0.9259,,,False,88,FOUND_HIGH_CONFIDENCE,suggestion='Royal Asarlik Beach Hotel & Spa' (sim=1.00) detected='Royal Asarlik Beach Hotel' vs expected='Royal Asarlik Beach Hotel & Spa' -> score=88,2026-08-26T21:16:00Z
BOD067,Sami Beach Hotel,Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=669335,Ningguo International Hotel,Sami Beach Hotel,0.4186,,,False,43,REJECTED_CANDIDATE,suggestion='Sami Beach Hotel' (sim=1.00) detected='Ningguo International Hotel' vs expected='Sami Beach Hotel' -> score=43,2026-08-26T21:16:26Z
BOD068,Selectum Colours Bodrum,Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=10718129,Selectum Colours Bodrum,Selectum Colours Bodrum,1.0,,,False,95,FOUND_EXACT,suggestion='Selectum Colours Bodrum' (sim=1.00) detected='Selectum Colours Bodrum' vs expected='Selectum Colours Bodrum' -> score=95,2026-08-26T21:16:54Z
BOD069,Siesta Beach Apart,Gümbet,trip,1,,,Siesta Beach Apart,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=Siesta%20Beach%20Apart%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=Siesta%20Beach%20Apart&searchType=LM&optionId=0&searchValue=131%7C0*131*37.0276693%7C27.40878%7CSiesta%20Beach%20Apart%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:17:20Z
BOD070,The Luvi Hotel,Gümbet,trip,1,https://www.trip.com/hotels/detail/?hotelId=71939710,Luvi Cave Hotel,The Luvi Hotel,0.6897,,,False,67,REJECTED_CANDIDATE,suggestion='The Luvi Hotel' (sim=1.00) detected='Luvi Cave Hotel' vs expected='The Luvi Hotel' -> score=67,2026-08-26T21:17:35Z
BOD075,Benjamin Otel,Gümüşlük,trip,1,,,Benjamin Otel,0.0,,,False,0,NOT_FOUND,No optionId in results URL: https://www.trip.com/hotels/list?flexType=1&cityId=1761&provinceId=97783&districtId=0&countryId=89&cityName=Bodrum&destName=Benjamin%20Otel%2C%20Bodrum%2C%20Mugla%20Province%2C%20T%C3%BCrkiye&searchWord=Benjamin%20Otel&searchType=LM&optionId=0&searchValue=131%7C0*131*37.0541546%7C27.2388401%7CBenjamin%20Otel%7C0&checkin=2026-08-27&checkout=2026-08-28&crn=1&adult=2&listFilters=29~1*29*1~2*2&curr=USD&locale=en-XX&old=1,2026-08-26T21:18:02Z
BOD077,Ladonia Hotels Zemda,Gümüşlük,trip,1,https://www.trip.com/hotels/detail/?hotelId=4376828,Ladonia Hotels Zemda Gümüşlük,Ladonia Hotels Zemda,0.8163,,,False,78,REVIEW_REQUIRED,suggestion='Ladonia Hotels Zemda' (sim=1.00) detected='Ladonia Hotels Zemda Gümüşlük' vs expected='Ladonia Hotels Zemda' -> score=78,2026-08-26T21:18:17Z
BOD079,Metin's Gümüşlük - Hotel & Restaurant,Gümüşlük,trip,1,https://www.trip.com/hotels/detail/?hotelId=47373263,Metins Gümüşlük,Metin's Gümüşlük - Hotel & Restaurant,0.625,,,False,61,REJECTED_CANDIDATE,suggestion='Metin's Gümüşlük - Hotel & Restaurant' (sim=1.00) detected='Metins Gümüşlük' vs expected='Metin's Gümüşlük - Hotel & Restaurant' -> score=61,2026-08-26T21:18:42Z
BOD080,Myndos Oda & kahvalti,Gümüşlük,trip,1,https://www.trip.com/hotels/detail/?hotelId=47324273,Myndos Bed & Breakfast,Myndos Oda & kahvalti,0.6154,,,False,60,REJECTED_CANDIDATE,suggestion='Myndos Oda & kahvalti' (sim=1.00) detected='Myndos Bed & Breakfast' vs expected='Myndos Oda & kahvalti' -> score=60,2026-08-26T21:19:06Z
BOD081,Oda Bodrum Gümüşlük,Gümüşlük,trip,1,https://www.trip.com/hotels/detail/?hotelId=45808524,Oda Bodrum Gümüşlük,Oda Bodrum Gümüşlük,1.0,,,False,95,FOUND_EXACT,suggestion='Oda Bodrum Gümüşlük' (sim=1.00) detected='Oda Bodrum Gümüşlük' vs expected='Oda Bodrum Gümüşlük' -> score=95,2026-08-26T21:19:31Z
BOD082,Otel Gümüşlük,Gümüşlük,trip,1,https://www.trip.com/hotels/detail/?hotelId=10621542,Hotel Gumusluk,Otel Gümüşlük,0.963,,,False,92,FOUND_HIGH_CONFIDENCE,suggestion='Otel Gümüşlük' (sim=1.00) detected='Hotel Gumusluk' vs expected='Otel Gümüşlük' -> score=92,2026-08-26T21:19:56Z
