file_name,hotel_id,hotel_name,row_count,column_count,file_size_bytes,schema_signature
BOD020_bitez_risa_hotel.csv,BOD020,Bitez Risa Hotel,50,5,31759,"otel_adi,yorum,hizmet,tarih,puan"
BOD021_caresse_a_luxury_collection_resort_spa_bodrum.csv,BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",0,0,37,
BOD024_hakan_otel.csv,BOD024,HAKAN OTEL,11,5,6467,"otel_adi,yorum,hizmet,tarih,puan"
BOD025_halikarya_hotel_restaurant_beach.csv,BOD025,Halikarya Hotel & Restaurant Beach,10,5,12920,"otel_adi,yorum,hizmet,tarih,puan"
BOD026_manuela_otel_bitez.csv,BOD026,Manuela Otel Bitez,10,5,10093,"otel_adi,yorum,hizmet,tarih,puan"
BOD030_natur_garden_hotel_bitez_bodrum.csv,BOD030,Natur Garden Hotel Bitez Bodrum,10,5,8831,"otel_adi,yorum,hizmet,tarih,puan"
BOD031_okaliptus_otel.csv,BOD031,Okaliptus Otel,10,5,4432,"otel_adi,yorum,hizmet,tarih,puan"
BOD032_paloma_family_club_bitez.csv,BOD032,Paloma Family Club Bitez,60,5,40067,"otel_adi,yorum,hizmet,tarih,puan"
BOD033_ramada_resort_by_wyndham_bodrum.csv,BOD033,Ramada Resort by Wyndham Bodrum,39,5,16940,"otel_adi,yorum,hizmet,tarih,puan"
BOD034_çınar_butik_otel_bodrum.csv,BOD034,Çınar Butik Otel Bodrum,10,5,4677,"otel_adi,yorum,hizmet,tarih,puan"
BOD036_bodrium_hotel_spa.csv,BOD036,Bodrium Hotel & SPA,10,5,9864,"otel_adi,yorum,hizmet,tarih,puan"
BOD043_mett_hotel_beach_resort_bodrum.csv,BOD043,METT Hotel & Beach Resort Bodrum,10,5,5106,"otel_adi,yorum,hizmet,tarih,puan"
BOD045_salmakis_resort_spa.csv,BOD045,Salmakis Resort & Spa,64,5,50259,"otel_adi,yorum,hizmet,tarih,puan"
BOD048_babana_hotel.csv,BOD048,Babana Hotel,10,5,5523,"otel_adi,yorum,hizmet,tarih,puan"
BOD049_casa_del_mar_bodrum.csv,BOD049,Casa Del Mar Bodrum,26,5,16743,"otel_adi,yorum,hizmet,tarih,puan"
BOD051_faros_bodrum_hotel_göltürkbükü.csv,BOD051,Faros Bodrum Hotel Göltürkbükü,21,5,11729,"otel_adi,yorum,hizmet,tarih,puan"
BOD052_flamm_bodrum.csv,BOD052,Flamm Bodrum,69,5,32304,"otel_adi,yorum,hizmet,tarih,puan"
BOD054_lavinya_maison.csv,BOD054,Lavinya Maison,10,5,5480,"otel_adi,yorum,hizmet,tarih,puan"
BOD055_lavinya_otel_göltürkbükü.csv,BOD055,Lavinya Otel Göltürkbükü,10,5,5060,"otel_adi,yorum,hizmet,tarih,puan"
BOD056_mandarin_oriental_bodrum.csv,BOD056,"Mandarin Oriental, Bodrum",40,5,15969,"otel_adi,yorum,hizmet,tarih,puan"
BOD057_selvi_bodrum.csv,BOD057,Selvi Bodrum,80,5,39970,"otel_adi,yorum,hizmet,tarih,puan"
BOD058_bodrum_beach_resort.csv,BOD058,Bodrum Beach Resort,10,5,8625,"otel_adi,yorum,hizmet,tarih,puan"
BOD060_club_shark_hotel.csv,BOD060,Club Shark Hotel,78,5,46093,"otel_adi,yorum,hizmet,tarih,puan"
BOD061_gümbet_anıl_beach.csv,BOD061,Gümbet Anıl Beach,65,5,43764,"otel_adi,yorum,hizmet,tarih,puan"
BOD063_jasmin_beach_hotel.csv,BOD063,Jasmin Beach Hotel,30,5,29605,"otel_adi,yorum,hizmet,tarih,puan"
BOD064_jasmin_elite_residence_spa.csv,BOD064,Jasmin Elite Residence & Spa,29,5,19048,"otel_adi,yorum,hizmet,tarih,puan"
BOD065_mirada_exclusive_bodrum.csv,BOD065,Mirada Exclusive Bodrum,21,5,30535,"otel_adi,yorum,hizmet,tarih,puan"
BOD066_royal_asarlik_beach_hotel_spa.csv,BOD066,Royal Asarlik Beach Hotel & Spa,10,5,13369,"otel_adi,yorum,hizmet,tarih,puan"
BOD067_sami_beach_hotel.csv,BOD067,Sami Beach Hotel,59,5,41803,"otel_adi,yorum,hizmet,tarih,puan"
BOD068_selectum_colours_bodrum.csv,BOD068,Selectum Colours Bodrum,10,5,16873,"otel_adi,yorum,hizmet,tarih,puan"
BOD070_the_luvi_hotel.csv,BOD070,The Luvi Hotel,30,5,22958,"otel_adi,yorum,hizmet,tarih,puan"
BOD071_tropicana_beach_hotel.csv,BOD071,Tropicana Beach Hotel,25,5,15252,"otel_adi,yorum,hizmet,tarih,puan"
BOD073_arriba_apartment_restaurant_bungalows.csv,BOD073,Arriba Apartment & Restaurant & Bungalows,26,5,11415,"otel_adi,yorum,hizmet,tarih,puan"
BOD074_begonvil_gümüşlük.csv,BOD074,Begonvil Gümüşlük,28,5,8755,"otel_adi,yorum,hizmet,tarih,puan"
BOD077_ladonia_hotels_zemda.csv,BOD077,Ladonia Hotels Zemda,20,5,15337,"otel_adi,yorum,hizmet,tarih,puan"
BOD080_myndos_oda_kahvalti.csv,BOD080,Myndos Oda & kahvalti,10,5,5616,"otel_adi,yorum,hizmet,tarih,puan"
BOD086_vega_aparts.csv,BOD086,Vega Aparts,10,5,7222,"otel_adi,yorum,hizmet,tarih,puan"
BOD087_wanderheaven_camping_tiny_house_bodrum.csv,BOD087,Wanderheaven Camping & Tiny House Bodrum,10,5,10347,"otel_adi,yorum,hizmet,tarih,puan"
BOD088_baia_bodrum_hotel.csv,BOD088,Baia Bodrum Hotel,20,5,14576,"otel_adi,yorum,hizmet,tarih,puan"
BOD089_cape_bodrum_luxury_hotel_beach.csv,BOD089,Cape Bodrum Luxury Hotel & Beach,20,5,14296,"otel_adi,yorum,hizmet,tarih,puan"
BOD090_costa_farilya_special_class_hotel_bodrum.csv,BOD090,Costa Farilya Special Class Hotel Bodrum,10,5,8067,"otel_adi,yorum,hizmet,tarih,puan"
BOD095_mivara_luxury_bodrum.csv,BOD095,Mivara Luxury Bodrum,10,5,5327,"otel_adi,yorum,hizmet,tarih,puan"
BOD096_olira_boutique_hotel_spa.csv,BOD096,Olira Boutique Hotel&SPA,10,5,4110,"otel_adi,yorum,hizmet,tarih,puan"
BOD098_swissôtel_living_bodrum.csv,BOD098,Swissôtel Living Bodrum,30,5,18177,"otel_adi,yorum,hizmet,tarih,puan"
BOD099_villa_oliva_butik_otel.csv,BOD099,Villa Oliva Butik Otel,10,5,3561,"otel_adi,yorum,hizmet,tarih,puan"
BOD101_vita_bella_hotel_resort_spa.csv,BOD101,Vita Bella Hotel Resort & Spa,10,5,4855,"otel_adi,yorum,hizmet,tarih,puan"
BOD102_akyalı_butik_hotel.csv,BOD102,Akyalı Butik Hotel,10,5,4139,"otel_adi,yorum,hizmet,tarih,puan"
BOD104_greenport_bodrum.csv,BOD104,Greenport Bodrum,27,5,24372,"otel_adi,yorum,hizmet,tarih,puan"
BOD105_i_solina_hotel.csv,BOD105,İsolina Hotel,42,5,19232,"otel_adi,yorum,hizmet,tarih,puan"
BOD106_la_blanche_island_bodrum.csv,BOD106,La Blanche Island Bodrum,11,5,20120,"otel_adi,yorum,hizmet,tarih,puan"
BOD107_le_méridien_bodrum_beach_resort.csv,BOD107,Le Méridien Bodrum Beach Resort,10,5,6403,"otel_adi,yorum,hizmet,tarih,puan"
BOD108_lujo_hotel_bodrum.csv,BOD108,Lujo Hotel Bodrum,10,5,11706,"otel_adi,yorum,hizmet,tarih,puan"
BOD109_oscar_seaside_hotel_spa.csv,BOD109,Oscar Seaside Hotel & Spa,43,5,31675,"otel_adi,yorum,hizmet,tarih,puan"
BOD111_zena_hotel_bodrum.csv,BOD111,Zena Hotel Bodrum,30,5,15363,"otel_adi,yorum,hizmet,tarih,puan"
BOD113_kadıkale_resort.csv,BOD113,Kadıkale Resort,12,5,10670,"otel_adi,yorum,hizmet,tarih,puan"
BOD116_acropol_of_bodrum_beach_hotel_restaurant.csv,BOD116,Acropol Of Bodrum Beach Hotel - Restaurant,0,0,37,
BOD119_bodrum_suites_apart_otel_ortakent_yahşi.csv,BOD119,"Bodrum Suites Apart Otel, Ortakent - Yahşi",10,5,5321,"otel_adi,yorum,hizmet,tarih,puan"
BOD120_celeste_bella_luxury_hotel_spa.csv,BOD120,Celeste Bella Luxury Hotel & Spa,10,5,7343,"otel_adi,yorum,hizmet,tarih,puan"
BOD122_florida_otel.csv,BOD122,Florida Otel,10,5,3602,"otel_adi,yorum,hizmet,tarih,puan"
BOD123_hotel_marma_beach.csv,BOD123,Hotel Marma Beach,32,5,15781,"otel_adi,yorum,hizmet,tarih,puan"
BOD125_kefi_beach_bodrum.csv,BOD125,Kefi Beach Bodrum,30,5,17343,"otel_adi,yorum,hizmet,tarih,puan"
BOD126_khai_hotel_bodrum.csv,BOD126,Khai Hotel Bodrum,10,5,7627,"otel_adi,yorum,hizmet,tarih,puan"
BOD127_kriss_hotel.csv,BOD127,Kriss Hotel,29,5,16793,"otel_adi,yorum,hizmet,tarih,puan"
BOD128_lugga_boutique_hotel_beach.csv,BOD128,Lugga Boutique Hotel & Beach,87,5,48165,"otel_adi,yorum,hizmet,tarih,puan"
BOD129_meggs_bodrum.csv,BOD129,Meggs Bodrum,20,5,7582,"otel_adi,yorum,hizmet,tarih,puan"
BOD130_petunya_beach_resort.csv,BOD130,Petunya Beach Resort,10,5,14087,"otel_adi,yorum,hizmet,tarih,puan"
BOD131_regia_mare_beach_hotel_bodrum.csv,BOD131,Regia Mare Beach Hotel Bodrum,20,5,12903,"otel_adi,yorum,hizmet,tarih,puan"
BOD132_viras_hotel_beach.csv,BOD132,Viras Hotel & Beach,22,5,11174,"otel_adi,yorum,hizmet,tarih,puan"
BOD133_yahşi_beach_hotel_restaurant.csv,BOD133,Yahşi Beach Hotel & Restaurant,10,5,6139,"otel_adi,yorum,hizmet,tarih,puan"
BOD134_yakamoz_otel.csv,BOD134,Yakamoz Otel,10,5,8401,"otel_adi,yorum,hizmet,tarih,puan"
BOD136_zest_exclusive_hotel_and_spa.csv,BOD136,Zest Exclusive Hotel and Spa,10,5,6749,"otel_adi,yorum,hizmet,tarih,puan"
BOD140_doubletree_by_hilton_bodrum_işıl_club_all_inclusive_resort.csv,BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,10,5,23524,"otel_adi,yorum,hizmet,tarih,puan"
BOD143_hotel_zeytinada.csv,BOD143,Hotel Zeytinada,10,5,7569,"otel_adi,yorum,hizmet,tarih,puan"
BOD145_moyo_luxury_hotel_beach.csv,BOD145,Moyo Luxury Hotel & Beach,29,5,24844,"otel_adi,yorum,hizmet,tarih,puan"
BOD146_olivia_hotel.csv,BOD146,Olivia Hotel,44,5,18733,"otel_adi,yorum,hizmet,tarih,puan"
BOD147_omar_hotel_suites.csv,BOD147,Omar Hotel & Suites,10,5,4508,"otel_adi,yorum,hizmet,tarih,puan"
BOD148_rixos_premium_bodrum.csv,BOD148,Rixos Premium Bodrum,20,5,19803,"otel_adi,yorum,hizmet,tarih,puan"
BOD150_samara_hotel.csv,BOD150,Samara Hotel,20,5,22087,"otel_adi,yorum,hizmet,tarih,puan"
BOD152_susona_bodrum_lxr_hotels_resorts.csv,BOD152,"Susona Bodrum, LXR Hotels & Resorts",20,5,15150,"otel_adi,yorum,hizmet,tarih,puan"
BOD153_the_oba_hotel.csv,BOD153,The Oba Hotel,10,5,11268,"otel_adi,yorum,hizmet,tarih,puan"
BOD155_trend_life_trendlife_hotels_beach_club_bodrum_torba.csv,BOD155,Trend Life | Trendlife Hotels & Beach Club Bodrum Torba,10,5,7386,"otel_adi,yorum,hizmet,tarih,puan"
BOD156_voyage_torba.csv,BOD156,Voyage Torba,10,5,15645,"otel_adi,yorum,hizmet,tarih,puan"
BOD161_myella_hotel_resort_spa.csv,BOD161,MyElla Hotel Resort & Spa,10,5,21250,"otel_adi,yorum,hizmet,tarih,puan"
BOD162_rammos_managed_by_dedeman.csv,BOD162,Rammos Managed by Dedeman,20,5,10719,"otel_adi,yorum,hizmet,tarih,puan"
BOD166_divan_bodrum.csv,BOD166,Divan Bodrum,10,5,9013,"otel_adi,yorum,hizmet,tarih,puan"
BOD167_elista_hotel_spa.csv,BOD167,Elista Hotel & Spa,11,5,8384,"otel_adi,yorum,hizmet,tarih,puan"
BOD168_kuum_hotel_spa_bodrum.csv,BOD168,Kuum Hotel & SPA Bodrum,20,5,11438,"otel_adi,yorum,hizmet,tarih,puan"
BOD169_macakizi_bodrum.csv,BOD169,MACAKIZI BODRUM,10,5,4036,"otel_adi,yorum,hizmet,tarih,puan"
BOD171_4_reasons_hotel_yalikavak.csv,BOD171,4 reasons Hotel Yalikavak,33,5,11616,"otel_adi,yorum,hizmet,tarih,puan"
BOD180_mgallery_the_bodrum_hotel_yalıkavak.csv,BOD180,MGallery The Bodrum Hotel Yalıkavak,10,5,5265,"otel_adi,yorum,hizmet,tarih,puan"
BOD189_the_bodrum_edition.csv,BOD189,The Bodrum EDITION,33,5,19787,"otel_adi,yorum,hizmet,tarih,puan"
BOD190_the_sign_highlight_hotel.csv,BOD190,The Sign Highlight Hotel,20,5,15908,"otel_adi,yorum,hizmet,tarih,puan"
BOD191_yalıkavak_marina_hotel_by_mett_collection.csv,BOD191,Yalıkavak Marina Hotel by METT Collection,0,0,37,
