hotel_id,aspect,mention_count,mention_rate_pct,support_n
BOD011,NOISE,3,30.0,10
BOD011,FAMILY_KIDS,3,30.0,10
BOD011,ANIMATION_ENTERTAINMENT,1,10.0,10
BOD011,CHECKIN_CHECKOUT,1,10.0,10
BOD011,MANAGEMENT,3,30.0,10
BOD011,BAR_DRINKS,4,40.0,10
BOD011,WIFI,1,10.0,10
BOD012,STAFF,7,70.0,10
BOD012,CLEANLINESS,7,70.0,10
BOD012,FOOD,8,80.0,10
BOD012,ROOM,6,60.0,10
BOD012,BED_COMFORT,3,30.0,10
BOD012,BEACH_SEA,5,50.0,10
BOD012,POOL,5,50.0,10
BOD012,SERVICE,5,50.0,10
BOD012,PRICE_VALUE,5,50.0,10
BOD012,LOCATION,4,40.0,10
BOD012,FACILITIES,4,40.0,10
BOD012,NOISE,8,80.0,10
BOD012,FAMILY_KIDS,5,50.0,10
BOD012,ANIMATION_ENTERTAINMENT,7,70.0,10
BOD012,CHECKIN_CHECKOUT,2,20.0,10
BOD012,RESERVATION,4,40.0,10
BOD012,REFUND_PAYMENT,1,10.0,10
BOD012,MANAGEMENT,4,40.0,10
BOD012,BAR_DRINKS,7,70.0,10
BOD013,STAFF,43,59.7,72
BOD013,CLEANLINESS,39,54.2,72
BOD013,HYGIENE,6,8.3,72
BOD013,FOOD,49,68.1,72
BOD013,ROOM,44,61.1,72
BOD013,BED_COMFORT,12,16.7,72
BOD013,BEACH_SEA,38,52.8,72
BOD013,POOL,19,26.4,72
BOD013,SERVICE,25,34.7,72
BOD013,PRICE_VALUE,16,22.2,72
BOD013,LOCATION,20,27.8,72
BOD013,FACILITIES,12,16.7,72
BOD013,NOISE,29,40.3,72
BOD013,FAMILY_KIDS,17,23.6,72
BOD013,ANIMATION_ENTERTAINMENT,21,29.2,72
BOD013,AIR_CONDITIONING,1,1.4,72
BOD013,CHECKIN_CHECKOUT,13,18.1,72
BOD013,RESERVATION,10,13.9,72
BOD013,TRANSPORT_TRANSFER,1,1.4,72
BOD013,MANAGEMENT,7,9.7,72
BOD013,COMMUNICATION,2,2.8,72
BOD013,BAR_DRINKS,35,48.6,72
BOD013,WIFI,1,1.4,72
BOD014,STAFF,9,90.0,10
BOD014,CLEANLINESS,9,90.0,10
BOD014,HYGIENE,4,40.0,10
BOD014,FOOD,9,90.0,10
BOD014,ROOM,10,100.0,10
BOD014,BED_COMFORT,7,70.0,10
BOD014,BEACH_SEA,6,60.0,10
BOD014,POOL,4,40.0,10
BOD014,SERVICE,8,80.0,10
BOD014,PRICE_VALUE,5,50.0,10
BOD014,LOCATION,4,40.0,10
BOD014,FACILITIES,6,60.0,10
BOD014,NOISE,8,80.0,10
BOD014,ANIMATION_ENTERTAINMENT,1,10.0,10
BOD014,CHECKIN_CHECKOUT,4,40.0,10
BOD014,RESERVATION,4,40.0,10
BOD014,REFUND_PAYMENT,1,10.0,10
BOD014,MANAGEMENT,2,20.0,10
BOD014,COMMUNICATION,1,10.0,10
BOD014,BAR_DRINKS,10,100.0,10
BOD016,STAFF,8,80.0,10
BOD016,CLEANLINESS,9,90.0,10
BOD016,HYGIENE,3,30.0,10
BOD016,FOOD,8,80.0,10
BOD016,ROOM,8,80.0,10
BOD016,BED_COMFORT,5,50.0,10
BOD016,BEACH_SEA,8,80.0,10
BOD016,POOL,5,50.0,10
BOD016,SERVICE,7,70.0,10
BOD016,PRICE_VALUE,4,40.0,10
BOD016,LOCATION,4,40.0,10
BOD016,FACILITIES,7,70.0,10
BOD016,NOISE,6,60.0,10
BOD016,FAMILY_KIDS,3,30.0,10
BOD016,ANIMATION_ENTERTAINMENT,7,70.0,10
BOD016,CHECKIN_CHECKOUT,3,30.0,10
BOD016,RESERVATION,4,40.0,10
BOD016,REFUND_PAYMENT,3,30.0,10
BOD016,TRANSPORT_TRANSFER,1,10.0,10
BOD016,MANAGEMENT,2,20.0,10
BOD016,COMMUNICATION,2,20.0,10
BOD016,BAR_DRINKS,8,80.0,10
BOD020,STAFF,34,68.0,50
BOD020,CLEANLINESS,18,36.0,50
BOD020,HYGIENE,4,8.0,50
BOD020,FOOD,27,54.0,50
BOD020,ROOM,17,34.0,50
BOD020,BED_COMFORT,9,18.0,50
BOD020,BEACH_SEA,14,28.0,50
BOD020,POOL,18,36.0,50
BOD020,SERVICE,11,22.0,50
BOD020,PRICE_VALUE,23,46.0,50
BOD020,LOCATION,15,30.0,50
BOD020,FACILITIES,4,8.0,50
BOD020,NOISE,8,16.0,50
BOD020,FAMILY_KIDS,20,40.0,50
BOD020,ANIMATION_ENTERTAINMENT,2,4.0,50
BOD020,AIR_CONDITIONING,3,6.0,50
BOD020,CHECKIN_CHECKOUT,8,16.0,50
BOD020,RESERVATION,5,10.0,50
BOD020,REFUND_PAYMENT,2,4.0,50
BOD020,MANAGEMENT,9,18.0,50
BOD020,COMMUNICATION,1,2.0,50
BOD020,BAR_DRINKS,18,36.0,50
BOD020,WIFI,4,8.0,50
BOD024,STAFF,1,9.1,11
BOD024,CLEANLINESS,5,45.5,11
BOD024,HYGIENE,1,9.1,11
BOD024,FOOD,8,72.7,11
BOD024,ROOM,5,45.5,11
BOD024,BED_COMFORT,2,18.2,11
BOD024,BEACH_SEA,2,18.2,11
BOD024,POOL,2,18.2,11
BOD024,SERVICE,1,9.1,11
BOD024,PRICE_VALUE,4,36.4,11
BOD024,NOISE,4,36.4,11
BOD024,FAMILY_KIDS,4,36.4,11
BOD024,ANIMATION_ENTERTAINMENT,2,18.2,11
BOD024,CHECKIN_CHECKOUT,1,9.1,11
BOD024,MANAGEMENT,3,27.3,11
BOD024,BAR_DRINKS,1,9.1,11
BOD024,WIFI,1,9.1,11
BOD025,STAFF,8,80.0,10
BOD025,CLEANLINESS,10,100.0,10
BOD025,HYGIENE,4,40.0,10
BOD025,FOOD,7,70.0,10
BOD025,ROOM,9,90.0,10
BOD025,BED_COMFORT,3,30.0,10
BOD025,BEACH_SEA,5,50.0,10
BOD025,POOL,3,30.0,10
BOD025,SERVICE,4,40.0,10
BOD025,PRICE_VALUE,5,50.0,10
BOD025,FACILITIES,4,40.0,10
BOD025,NOISE,3,30.0,10
BOD025,FAMILY_KIDS,1,10.0,10
BOD025,RESERVATION,3,30.0,10
BOD025,REFUND_PAYMENT,1,10.0,10
BOD025,BAR_DRINKS,6,60.0,10
BOD026,STAFF,5,62.5,8
BOD026,CLEANLINESS,6,75.0,8
BOD026,HYGIENE,1,12.5,8
BOD026,FOOD,5,62.5,8
BOD026,ROOM,5,62.5,8
BOD026,BED_COMFORT,4,50.0,8
BOD026,BEACH_SEA,6,75.0,8
BOD026,SERVICE,3,37.5,8
BOD026,PRICE_VALUE,4,50.0,8
BOD026,LOCATION,3,37.5,8
BOD026,FACILITIES,3,37.5,8
BOD026,NOISE,3,37.5,8
BOD026,FAMILY_KIDS,4,50.0,8
BOD026,ANIMATION_ENTERTAINMENT,2,25.0,8
BOD026,CHECKIN_CHECKOUT,2,25.0,8
BOD026,MANAGEMENT,2,25.0,8
BOD026,BAR_DRINKS,4,50.0,8
BOD030,STAFF,5,50.0,10
BOD030,CLEANLINESS,6,60.0,10
BOD030,HYGIENE,2,20.0,10
BOD030,FOOD,7,70.0,10
BOD030,ROOM,7,70.0,10
BOD030,BED_COMFORT,3,30.0,10
BOD030,BEACH_SEA,3,30.0,10
BOD030,POOL,1,10.0,10
BOD030,SERVICE,3,30.0,10
BOD030,PRICE_VALUE,7,70.0,10
BOD030,LOCATION,2,20.0,10
BOD030,FACILITIES,3,30.0,10
BOD030,NOISE,2,20.0,10
BOD030,FAMILY_KIDS,3,30.0,10
BOD030,ANIMATION_ENTERTAINMENT,2,20.0,10
BOD030,AIR_CONDITIONING,2,20.0,10
BOD030,CHECKIN_CHECKOUT,3,30.0,10
BOD030,RESERVATION,1,10.0,10
BOD030,REFUND_PAYMENT,2,20.0,10
BOD030,MANAGEMENT,1,10.0,10
BOD030,COMMUNICATION,1,10.0,10
BOD030,BAR_DRINKS,6,60.0,10
BOD031,STAFF,5,55.6,9
BOD031,CLEANLINESS,6,66.7,9
BOD031,HYGIENE,2,22.2,9
BOD031,FOOD,7,77.8,9
BOD031,ROOM,7,77.8,9
BOD031,BED_COMFORT,2,22.2,9
BOD031,BEACH_SEA,5,55.6,9
BOD031,POOL,2,22.2,9
BOD031,SERVICE,2,22.2,9
BOD031,PRICE_VALUE,3,33.3,9
BOD031,LOCATION,2,22.2,9
BOD031,FACILITIES,1,11.1,9
BOD031,NOISE,1,11.1,9
BOD031,FAMILY_KIDS,2,22.2,9
BOD031,ANIMATION_ENTERTAINMENT,1,11.1,9
BOD031,MANAGEMENT,2,22.2,9
BOD031,BAR_DRINKS,2,22.2,9
BOD032,STAFF,50,86.2,58
BOD032,CLEANLINESS,31,53.4,58
BOD032,HYGIENE,4,6.9,58
BOD032,FOOD,42,72.4,58
BOD032,ROOM,27,46.6,58
BOD032,BED_COMFORT,9,15.5,58
BOD032,BEACH_SEA,16,27.6,58
BOD032,POOL,17,29.3,58
BOD032,SERVICE,18,31.0,58
BOD032,PRICE_VALUE,9,15.5,58
BOD032,LOCATION,14,24.1,58
BOD032,FACILITIES,10,17.2,58
BOD032,NOISE,15,25.9,58
BOD032,FAMILY_KIDS,13,22.4,58
BOD032,ANIMATION_ENTERTAINMENT,8,13.8,58
BOD032,AIR_CONDITIONING,3,5.2,58
BOD032,CHECKIN_CHECKOUT,3,5.2,58
BOD032,RESERVATION,3,5.2,58
BOD032,TRANSPORT_TRANSFER,1,1.7,58
BOD032,MANAGEMENT,6,10.3,58
BOD032,COMMUNICATION,3,5.2,58
BOD032,BAR_DRINKS,31,53.4,58
BOD033,STAFF,14,36.8,38
BOD033,CLEANLINESS,17,44.7,38
BOD033,HYGIENE,3,7.9,38
BOD033,FOOD,15,39.5,38
BOD033,ROOM,18,47.4,38
BOD033,BED_COMFORT,3,7.9,38
BOD033,BEACH_SEA,3,7.9,38
BOD033,POOL,13,34.2,38
BOD033,SERVICE,11,28.9,38
BOD033,PRICE_VALUE,2,5.3,38
BOD033,LOCATION,16,42.1,38
BOD033,FACILITIES,11,28.9,38
BOD033,NOISE,5,13.2,38
BOD033,FAMILY_KIDS,4,10.5,38
BOD033,AIR_CONDITIONING,2,5.3,38
BOD033,CHECKIN_CHECKOUT,5,13.2,38
BOD033,RESERVATION,3,7.9,38
BOD033,REFUND_PAYMENT,1,2.6,38
BOD033,MANAGEMENT,3,7.9,38
BOD033,BAR_DRINKS,7,18.4,38
BOD034,STAFF,3,30.0,10
BOD034,CLEANLINESS,6,60.0,10
BOD034,HYGIENE,3,30.0,10
BOD034,FOOD,4,40.0,10
BOD034,ROOM,4,40.0,10
BOD034,BED_COMFORT,3,30.0,10
BOD034,BEACH_SEA,2,20.0,10
BOD034,POOL,1,10.0,10
BOD034,SERVICE,1,10.0,10
BOD034,PRICE_VALUE,4,40.0,10
BOD034,LOCATION,4,40.0,10
BOD034,NOISE,5,50.0,10
BOD034,FAMILY_KIDS,2,20.0,10
BOD034,CHECKIN_CHECKOUT,1,10.0,10
BOD034,RESERVATION,2,20.0,10
BOD034,MANAGEMENT,2,20.0,10
BOD034,BAR_DRINKS,3,30.0,10
BOD036,STAFF,8,80.0,10
BOD036,CLEANLINESS,7,70.0,10
BOD036,FOOD,7,70.0,10
BOD036,ROOM,7,70.0,10
BOD036,BED_COMFORT,5,50.0,10
BOD036,POOL,2,20.0,10
BOD036,SERVICE,5,50.0,10
BOD036,PRICE_VALUE,2,20.0,10
BOD036,LOCATION,3,30.0,10
BOD036,FACILITIES,4,40.0,10
BOD036,NOISE,3,30.0,10
BOD036,FAMILY_KIDS,1,10.0,10
BOD036,CHECKIN_CHECKOUT,1,10.0,10
BOD036,BAR_DRINKS,3,30.0,10
BOD043,STAFF,8,80.0,10
BOD043,CLEANLINESS,7,70.0,10
BOD043,FOOD,6,60.0,10
BOD043,ROOM,8,80.0,10
BOD043,BED_COMFORT,1,10.0,10
BOD043,BEACH_SEA,5,50.0,10
BOD043,SERVICE,9,90.0,10
BOD043,PRICE_VALUE,3,30.0,10
BOD043,LOCATION,2,20.0,10
BOD043,FACILITIES,4,40.0,10
BOD043,NOISE,3,30.0,10
BOD043,FAMILY_KIDS,1,10.0,10
BOD043,CHECKIN_CHECKOUT,1,10.0,10
BOD043,BAR_DRINKS,3,30.0,10
BOD045,STAFF,42,65.6,64
BOD045,CLEANLINESS,38,59.4,64
BOD045,HYGIENE,4,6.2,64
BOD045,FOOD,50,78.1,64
BOD045,ROOM,30,46.9,64
BOD045,BED_COMFORT,12,18.8,64
BOD045,BEACH_SEA,27,42.2,64
BOD045,POOL,15,23.4,64
BOD045,SERVICE,16,25.0,64
BOD045,PRICE_VALUE,22,34.4,64
BOD045,LOCATION,26,40.6,64
BOD045,FACILITIES,23,35.9,64
BOD045,NOISE,18,28.1,64
BOD045,FAMILY_KIDS,10,15.6,64
BOD045,ANIMATION_ENTERTAINMENT,27,42.2,64
BOD045,AIR_CONDITIONING,2,3.1,64
BOD045,CHECKIN_CHECKOUT,7,10.9,64
BOD045,RESERVATION,7,10.9,64
BOD045,REFUND_PAYMENT,4,6.2,64
BOD045,TRANSPORT_TRANSFER,3,4.7,64
BOD045,MANAGEMENT,4,6.2,64
BOD045,COMMUNICATION,8,12.5,64
BOD045,BAR_DRINKS,26,40.6,64
BOD048,STAFF,8,80.0,10
BOD048,CLEANLINESS,5,50.0,10
BOD048,FOOD,7,70.0,10
BOD048,ROOM,6,60.0,10
BOD048,BED_COMFORT,3,30.0,10
BOD048,BEACH_SEA,7,70.0,10
BOD048,SERVICE,5,50.0,10
BOD048,PRICE_VALUE,2,20.0,10
BOD048,LOCATION,4,40.0,10
BOD048,NOISE,1,10.0,10
BOD048,FAMILY_KIDS,1,10.0,10
BOD048,BAR_DRINKS,1,10.0,10
BOD048,WIFI,1,10.0,10
BOD049,STAFF,7,26.9,26
BOD049,CLEANLINESS,15,57.7,26
BOD049,HYGIENE,4,15.4,26
BOD049,FOOD,8,30.8,26
BOD049,ROOM,13,50.0,26
BOD049,BED_COMFORT,5,19.2,26
BOD049,BEACH_SEA,6,23.1,26
BOD049,POOL,4,15.4,26
BOD049,SERVICE,2,7.7,26
BOD049,PRICE_VALUE,6,23.1,26
BOD049,LOCATION,10,38.5,26
BOD049,NOISE,8,30.8,26
BOD049,FAMILY_KIDS,11,42.3,26
BOD049,ANIMATION_ENTERTAINMENT,1,3.8,26
BOD049,AIR_CONDITIONING,1,3.8,26
BOD049,CHECKIN_CHECKOUT,1,3.8,26
BOD049,RESERVATION,2,7.7,26
BOD049,MANAGEMENT,7,26.9,26
BOD049,COMMUNICATION,2,7.7,26
BOD049,BAR_DRINKS,5,19.2,26
BOD051,STAFF,16,80.0,20
BOD051,CLEANLINESS,8,40.0,20
BOD051,HYGIENE,1,5.0,20
BOD051,FOOD,11,55.0,20
BOD051,ROOM,10,50.0,20
BOD051,BED_COMFORT,6,30.0,20
BOD051,BEACH_SEA,11,55.0,20
BOD051,POOL,5,25.0,20
BOD051,SERVICE,5,25.0,20
BOD051,PRICE_VALUE,2,10.0,20
BOD051,LOCATION,7,35.0,20
BOD051,FACILITIES,3,15.0,20
BOD051,NOISE,4,20.0,20
BOD051,FAMILY_KIDS,2,10.0,20
BOD051,CHECKIN_CHECKOUT,2,10.0,20
BOD051,RESERVATION,1,5.0,20
BOD051,MANAGEMENT,3,15.0,20
BOD051,BAR_DRINKS,4,20.0,20
BOD052,STAFF,38,60.3,63
BOD052,CLEANLINESS,17,27.0,63
BOD052,HYGIENE,1,1.6,63
BOD052,FOOD,38,60.3,63
BOD052,ROOM,29,46.0,63
BOD052,BED_COMFORT,13,20.6,63
BOD052,BEACH_SEA,32,50.8,63
BOD052,POOL,2,3.2,63
BOD052,SERVICE,21,33.3,63
BOD052,PRICE_VALUE,10,15.9,63
BOD052,LOCATION,13,20.6,63
BOD052,FACILITIES,13,20.6,63
BOD052,NOISE,16,25.4,63
BOD052,FAMILY_KIDS,10,15.9,63
BOD052,AIR_CONDITIONING,1,1.6,63
BOD052,CHECKIN_CHECKOUT,5,7.9,63
BOD052,RESERVATION,3,4.8,63
BOD052,MANAGEMENT,16,25.4,63
BOD052,COMMUNICATION,4,6.3,63
BOD052,BAR_DRINKS,16,25.4,63
BOD054,STAFF,6,60.0,10
BOD054,CLEANLINESS,7,70.0,10
BOD054,FOOD,9,90.0,10
BOD054,ROOM,6,60.0,10
BOD054,BED_COMFORT,2,20.0,10
BOD054,BEACH_SEA,10,100.0,10
BOD054,SERVICE,1,10.0,10
BOD054,PRICE_VALUE,3,30.0,10
BOD054,LOCATION,6,60.0,10
BOD054,NOISE,4,40.0,10
BOD054,CHECKIN_CHECKOUT,1,10.0,10
BOD054,MANAGEMENT,5,50.0,10
BOD054,BAR_DRINKS,3,30.0,10
BOD055,STAFF,8,80.0,10
BOD055,CLEANLINESS,5,50.0,10
BOD055,FOOD,7,70.0,10
BOD055,ROOM,5,50.0,10
BOD055,BED_COMFORT,3,30.0,10
BOD055,BEACH_SEA,8,80.0,10
BOD055,SERVICE,2,20.0,10
BOD055,PRICE_VALUE,2,20.0,10
BOD055,LOCATION,3,30.0,10
BOD055,FACILITIES,1,10.0,10
BOD055,FAMILY_KIDS,3,30.0,10
BOD055,MANAGEMENT,2,20.0,10
BOD055,BAR_DRINKS,2,20.0,10
BOD056,STAFF,12,33.3,36
BOD056,CLEANLINESS,2,5.6,36
BOD056,FOOD,6,16.7,36
BOD056,ROOM,8,22.2,36
BOD056,BED_COMFORT,1,2.8,36
BOD056,BEACH_SEA,6,16.7,36
BOD056,SERVICE,13,36.1,36
BOD056,PRICE_VALUE,5,13.9,36
BOD056,LOCATION,8,22.2,36
BOD056,FACILITIES,7,19.4,36
BOD056,NOISE,1,2.8,36
BOD056,FAMILY_KIDS,2,5.6,36
BOD056,ANIMATION_ENTERTAINMENT,1,2.8,36
BOD056,CHECKIN_CHECKOUT,2,5.6,36
BOD056,RESERVATION,1,2.8,36
BOD056,REFUND_PAYMENT,1,2.8,36
BOD056,MANAGEMENT,2,5.6,36
BOD056,COMMUNICATION,1,2.8,36
BOD056,BAR_DRINKS,6,16.7,36
BOD057,STAFF,33,41.8,79
BOD057,CLEANLINESS,26,32.9,79
BOD057,HYGIENE,4,5.1,79
BOD057,FOOD,36,45.6,79
BOD057,ROOM,54,68.4,79
BOD057,BED_COMFORT,12,15.2,79
BOD057,BEACH_SEA,48,60.8,79
BOD057,POOL,18,22.8,79
BOD057,SERVICE,21,26.6,79
BOD057,PRICE_VALUE,35,44.3,79
BOD057,LOCATION,28,35.4,79
BOD057,FACILITIES,23,29.1,79
BOD057,NOISE,15,19.0,79
BOD057,FAMILY_KIDS,16,20.3,79
BOD057,ANIMATION_ENTERTAINMENT,1,1.3,79
BOD057,CHECKIN_CHECKOUT,14,17.7,79
BOD057,RESERVATION,8,10.1,79
BOD057,REFUND_PAYMENT,9,11.4,79
BOD057,TRANSPORT_TRANSFER,2,2.5,79
BOD057,MANAGEMENT,10,12.7,79
BOD057,COMMUNICATION,1,1.3,79
BOD057,BAR_DRINKS,27,34.2,79
BOD057,WIFI,1,1.3,79
BOD058,STAFF,6,60.0,10
BOD058,CLEANLINESS,5,50.0,10
BOD058,FOOD,7,70.0,10
BOD058,ROOM,8,80.0,10
BOD058,BED_COMFORT,4,40.0,10
BOD058,BEACH_SEA,1,10.0,10
BOD058,POOL,7,70.0,10
BOD058,SERVICE,3,30.0,10
BOD058,PRICE_VALUE,6,60.0,10
BOD058,LOCATION,2,20.0,10
BOD058,FACILITIES,1,10.0,10
BOD058,NOISE,1,10.0,10
BOD058,FAMILY_KIDS,7,70.0,10
BOD058,ANIMATION_ENTERTAINMENT,1,10.0,10
BOD058,CHECKIN_CHECKOUT,1,10.0,10
BOD058,RESERVATION,1,10.0,10
BOD058,REFUND_PAYMENT,1,10.0,10
BOD058,MANAGEMENT,4,40.0,10
BOD058,COMMUNICATION,2,20.0,10
