file_name,hotel_id,hotel_name,row_count,column_count,schema_signature
BOD016_xanadu_island.csv,BOD016,Xanadu Island,11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD017_ambrosia_otel_beach_spa.csv,BOD017,Ambrosia Otel Beach & Spa,50,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD020_bitez_risa_hotel.csv,BOD020,Bitez Risa Hotel,50,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD021_caresse_a_luxury_collection_resort_spa_bodrum.csv,BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",43,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD025_halikarya_hotel_restaurant_beach.csv,BOD025,Halikarya Hotel & Restaurant Beach,21,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD029_mumu_bodrum_hotel.csv,BOD029,Mumu Bodrum Hotel,19,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD031_okaliptus_otel.csv,BOD031,Okaliptus Otel,47,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD033_ramada_resort_by_wyndham_bodrum.csv,BOD033,Ramada Resort by Wyndham Bodrum,64,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD036_bodrium_hotel_spa.csv,BOD036,Bodrium Hotel & SPA,63,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD041_la_quinta_by_wyndham_bodrum.csv,BOD041,La Quinta by Wyndham Bodrum,59,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD043_mett_hotel_beach_resort_bodrum.csv,BOD043,METT Hotel & Beach Resort Bodrum,90,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD045_salmakis_resort_spa.csv,BOD045,Salmakis Resort & Spa,51,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD048_babana_hotel.csv,BOD048,Babana Hotel,12,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD051_faros_bodrum_hotel_göltürkbükü.csv,BOD051,Faros Bodrum Hotel Göltürkbükü,11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD055_lavinya_otel_göltürkbükü.csv,BOD055,Lavinya Otel Göltürkbükü,11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD056_mandarin_oriental_bodrum.csv,BOD056,"Mandarin Oriental, Bodrum",11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD058_bodrum_beach_resort.csv,BOD058,Bodrum Beach Resort,11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD059_bodrum_hotel_baba.csv,BOD059,Bodrum Hotel Baba,11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD060_club_shark_hotel.csv,BOD060,Club Shark Hotel,43,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD061_gümbet_anıl_beach.csv,BOD061,Gümbet Anıl Beach,41,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD064_jasmin_elite_residence_spa.csv,BOD064,Jasmin Elite Residence & Spa,88,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD065_mirada_exclusive_bodrum.csv,BOD065,Mirada Exclusive Bodrum,63,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD066_royal_asarlik_beach_hotel_spa.csv,BOD066,Royal Asarlik Beach Hotel & Spa,74,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD068_selectum_colours_bodrum.csv,BOD068,Selectum Colours Bodrum,45,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD071_tropicana_beach_hotel.csv,BOD071,Tropicana Beach Hotel,12,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD072_very_chic_bodrum.csv,BOD072,VERY CHIC BODRUM,11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD073_arriba_apartment_restaurant_bungalows.csv,BOD073,Arriba Apartment & Restaurant & Bungalows,10,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD074_begonvil_gümüşlük.csv,BOD074,Begonvil Gümüşlük,3,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD076_gümüşlük_no3.csv,BOD076,Gümüşlük No3,6,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD078_liman_hotel_gümüslük_adult_only.csv,BOD078,Liman Hotel Gümüslük (Adult only),11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD081_oda_bodrum_gümüşlük.csv,BOD081,Oda Bodrum Gümüşlük,28,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD082_otel_gümüşlük.csv,BOD082,Otel Gümüşlük,18,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD085_paradise_gümüşlük.csv,BOD085,Paradise Gümüşlük,12,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD086_vega_aparts.csv,BOD086,Vega Aparts,20,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD088_baia_bodrum_hotel.csv,BOD088,Baia Bodrum Hotel,40,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD089_cape_bodrum_luxury_hotel_beach.csv,BOD089,Cape Bodrum Luxury Hotel & Beach,28,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD090_costa_farilya_special_class_hotel_bodrum.csv,BOD090,Costa Farilya Special Class Hotel Bodrum,67,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD091_gündoğan_suites.csv,BOD091,Gündoğan Suites,6,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD095_mivara_luxury_bodrum.csv,BOD095,Mivara Luxury Bodrum,58,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD096_olira_boutique_hotel_spa.csv,BOD096,Olira Boutique Hotel&SPA,27,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD097_oli_ve_tree_hotel.csv,BOD097,OLİVE TREE HOTEL,11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD100_villa_rustica_hotel.csv,BOD100,Villa Rustica Hotel,8,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD106_la_blanche_island_bodrum.csv,BOD106,La Blanche Island Bodrum,57,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD107_le_méridien_bodrum_beach_resort.csv,BOD107,Le Méridien Bodrum Beach Resort,44,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD108_lujo_hotel_bodrum.csv,BOD108,Lujo Hotel Bodrum,41,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD110_titanic_luxury_collection_bodrum.csv,BOD110,Titanic Luxury Collection Bodrum,35,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD111_zena_hotel_bodrum.csv,BOD111,Zena Hotel Bodrum,9,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD112_azure_by_yelken_hotel.csv,BOD112,Azure By Yelken Hotel,41,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD115_yasmin_bodrum_resort.csv,BOD115,Yasmin Bodrum Resort,47,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD118_amfora_hotel.csv,BOD118,Amfora Hotel,10,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD120_celeste_bella_luxury_hotel_spa.csv,BOD120,Celeste Bella Luxury Hotel & Spa,39,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD121_eskiyalı_otel.csv,BOD121,Eskiyalı Otel,0,0,
BOD122_florida_otel.csv,BOD122,Florida Otel,11,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD124_irmak_boutique_hotel.csv,BOD124,Irmak Boutique Hotel,6,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD126_khai_hotel_bodrum.csv,BOD126,Khai Hotel Bodrum,27,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD128_lugga_boutique_hotel_beach.csv,BOD128,Lugga Boutique Hotel & Beach,25,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD130_petunya_beach_resort.csv,BOD130,Petunya Beach Resort,44,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD131_regia_mare_beach_hotel_bodrum.csv,BOD131,Regia Mare Beach Hotel Bodrum,44,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD134_yakamoz_otel.csv,BOD134,Yakamoz Otel,18,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD136_zest_exclusive_hotel_and_spa.csv,BOD136,Zest Exclusive Hotel and Spa,24,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD140_doubletree_by_hilton_bodrum_işıl_club_all_inclusive_resort.csv,BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,45,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD141_duja_bodrum.csv,BOD141,DUJA BODRUM,52,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD144_mira_suites.csv,BOD144,Mira Suites,2,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD147_omar_hotel_suites.csv,BOD147,Omar Hotel & Suites,14,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD151_sarpedor_boutique_hotel_spa.csv,BOD151,Sarpedor Boutique Hotel & SPA,50,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD152_susona_bodrum_lxr_hotels_resorts.csv,BOD152,"Susona Bodrum, LXR Hotels & Resorts",73,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD158_arin_resort_bodrum.csv,BOD158,Arin Resort Bodrum,25,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD162_rammos_managed_by_dedeman.csv,BOD162,Rammos Managed by Dedeman,65,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD165_caja_by_maxx_royal.csv,BOD165,Caja by Maxx Royal,4,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD167_elista_hotel_spa.csv,BOD167,Elista Hotel & Spa,62,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD170_no_81_hotel.csv,BOD170,No:81 Hotel,35,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD172_ailla_yalıkavak.csv,BOD172,Ailla Yalıkavak,34,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD173_allium_bodrum_resort_spa.csv,BOD173,Allium Bodrum Resort & Spa,65,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD174_arts_hotel_bodrum_yalıkavak.csv,BOD174,Arts Hotel Bodrum Yalıkavak,35,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD175_avantgarde_refined_hotel_yalıkavak.csv,BOD175,Avantgarde Refined Hotel | Yalıkavak,34,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD177_delta_hotels_by_marriott_bodrum.csv,BOD177,Delta Hotels By Marriott Bodrum,7,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD180_mgallery_the_bodrum_hotel_yalıkavak.csv,BOD180,MGallery The Bodrum Hotel Yalıkavak,56,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD181_palmalife_bodrum_resort_spa.csv,BOD181,Palmalife Bodrum Resort & Spa,12,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD183_ruins_luxury_resort.csv,BOD183,Ruins Luxury Resort,0,0,
BOD184_sea_palm_otel_yalikavak.csv,BOD184,Sea Palm Otel -YALIKAVAK,14,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD186_sirene_luxury_hotel_bodrum.csv,BOD186,Sirene Luxury Hotel Bodrum,55,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD187_spektr_boutique_hotel_yalikavak.csv,BOD187,Spektr Boutique Hotel Yalikavak,54,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD189_the_bodrum_edition.csv,BOD189,The Bodrum EDITION,62,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD190_the_sign_highlight_hotel.csv,BOD190,The Sign Highlight Hotel,18,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD191_yalıkavak_marina_hotel_by_mett_collection.csv,BOD191,Yalıkavak Marina Hotel by METT Collection,60,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
BOD192_yalıpark_beach_hotel.csv,BOD192,Yalıpark Beach Hotel,78,10,"otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi"
