hotel_id,aspect,mention_rate_n,low_context_share,high_context_share,mean_rating,support_flag
BOD008,PRICE_VALUE,6,0.0,100.0,5.0,OK
BOD008,ROOM,17,0.0,100.0,5.0,OK
BOD008,SERVICE,3,0.0,100.0,5.0,OK
BOD008,STAFF,16,0.0,100.0,5.0,OK
BOD010,BAR_DRINKS,3,66.7,33.3,2.33,OK
BOD010,BEACH_SEA,9,33.3,44.4,3.11,OK
BOD010,BED_COMFORT,2,50.0,50.0,2.5,LOW_SUPPORT
BOD010,CLEANLINESS,8,37.5,50.0,3.12,OK
BOD010,COMMUNICATION,1,0.0,100.0,5.0,LOW_SUPPORT
BOD010,FAMILY_KIDS,6,33.3,50.0,3.17,OK
BOD010,FOOD,8,37.5,37.5,2.88,OK
BOD010,HYGIENE,3,66.7,33.3,2.33,OK
BOD010,LOCATION,4,50.0,25.0,2.5,OK
BOD010,MANAGEMENT,1,0.0,0.0,3.0,LOW_SUPPORT
BOD010,NOISE,1,0.0,0.0,3.0,LOW_SUPPORT
BOD010,POOL,3,66.7,0.0,1.67,OK
BOD010,PRICE_VALUE,3,66.7,33.3,2.0,OK
BOD010,RESERVATION,2,50.0,50.0,3.0,LOW_SUPPORT
BOD010,ROOM,8,37.5,50.0,3.12,OK
BOD010,SERVICE,3,33.3,33.3,3.0,OK
BOD010,STAFF,8,25.0,50.0,3.25,OK
BOD011,ANIMATION_ENTERTAINMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD011,BAR_DRINKS,4,0.0,75.0,4.5,OK
BOD011,BEACH_SEA,7,0.0,85.7,4.71,OK
BOD011,BED_COMFORT,2,0.0,50.0,4.0,LOW_SUPPORT
BOD011,CHECKIN_CHECKOUT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD011,CLEANLINESS,6,0.0,83.3,4.67,OK
BOD011,FACILITIES,3,0.0,66.7,4.33,OK
BOD011,FAMILY_KIDS,3,0.0,100.0,5.0,OK
BOD011,FOOD,7,0.0,85.7,4.71,OK
BOD011,HYGIENE,1,0.0,100.0,5.0,LOW_SUPPORT
BOD011,LOCATION,3,0.0,100.0,5.0,OK
BOD011,MANAGEMENT,3,0.0,66.7,4.33,OK
BOD011,NOISE,3,0.0,100.0,5.0,OK
BOD011,PRICE_VALUE,3,0.0,66.7,4.33,OK
BOD011,ROOM,5,0.0,80.0,4.6,OK
BOD011,SERVICE,6,0.0,83.3,4.67,OK
BOD011,STAFF,9,0.0,88.9,4.78,OK
BOD011,WIFI,1,0.0,0.0,3.0,LOW_SUPPORT
BOD012,ANIMATION_ENTERTAINMENT,7,0.0,100.0,4.71,OK
BOD012,BAR_DRINKS,7,28.6,71.4,3.71,OK
BOD012,BEACH_SEA,5,0.0,100.0,4.8,OK
BOD012,BED_COMFORT,3,33.3,66.7,3.67,OK
BOD012,CHECKIN_CHECKOUT,2,0.0,100.0,4.5,LOW_SUPPORT
BOD012,CLEANLINESS,7,14.3,85.7,4.14,OK
BOD012,FACILITIES,4,25.0,75.0,4.0,OK
BOD012,FAMILY_KIDS,5,40.0,60.0,3.6,OK
BOD012,FOOD,8,12.5,87.5,4.25,OK
BOD012,LOCATION,4,0.0,100.0,4.75,OK
BOD012,MANAGEMENT,4,0.0,100.0,4.75,OK
BOD012,NOISE,8,12.5,87.5,4.38,OK
BOD012,POOL,5,0.0,100.0,5.0,OK
BOD012,PRICE_VALUE,5,20.0,80.0,3.8,OK
BOD012,REFUND_PAYMENT,1,0.0,100.0,4.0,LOW_SUPPORT
BOD012,RESERVATION,4,25.0,75.0,3.75,OK
BOD012,ROOM,6,0.0,100.0,4.67,OK
BOD012,SERVICE,5,20.0,80.0,4.0,OK
BOD012,STAFF,7,14.3,85.7,4.29,OK
BOD013,AIR_CONDITIONING,1,100.0,0.0,1.0,LOW_SUPPORT
BOD013,ANIMATION_ENTERTAINMENT,21,4.8,81.0,4.33,OK
BOD013,BAR_DRINKS,35,14.3,80.0,4.11,OK
BOD013,BEACH_SEA,38,10.5,81.6,4.16,OK
BOD013,BED_COMFORT,12,25.0,66.7,3.67,OK
BOD013,CHECKIN_CHECKOUT,13,30.8,61.5,3.62,OK
BOD013,CLEANLINESS,39,12.8,82.1,4.21,OK
BOD013,COMMUNICATION,2,0.0,100.0,4.5,LOW_SUPPORT
BOD013,FACILITIES,12,16.7,83.3,4.0,OK
BOD013,FAMILY_KIDS,17,23.5,70.6,3.76,OK
BOD013,FOOD,49,16.3,75.5,4.08,OK
BOD013,HYGIENE,6,50.0,50.0,3.0,OK
BOD013,LOCATION,20,25.0,75.0,3.85,OK
BOD013,MANAGEMENT,7,28.6,57.1,3.14,OK
BOD013,NOISE,29,17.2,69.0,3.79,OK
BOD013,POOL,19,0.0,84.2,4.42,OK
BOD013,PRICE_VALUE,16,25.0,68.8,3.81,OK
BOD013,RESERVATION,10,50.0,40.0,2.8,OK
BOD013,ROOM,44,18.2,70.5,3.89,OK
BOD013,SERVICE,25,24.0,68.0,3.88,OK
BOD013,STAFF,43,16.3,76.7,4.0,OK
BOD013,TRANSPORT_TRANSFER,1,0.0,100.0,4.0,LOW_SUPPORT
BOD013,WIFI,1,100.0,0.0,2.0,LOW_SUPPORT
BOD014,ANIMATION_ENTERTAINMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD014,BAR_DRINKS,10,10.0,90.0,4.6,OK
BOD014,BEACH_SEA,6,16.7,83.3,4.5,OK
BOD014,BED_COMFORT,7,14.3,85.7,4.57,OK
BOD014,CHECKIN_CHECKOUT,4,25.0,75.0,4.0,OK
BOD014,CLEANLINESS,9,11.1,88.9,4.67,OK
BOD014,COMMUNICATION,1,0.0,100.0,5.0,LOW_SUPPORT
BOD014,FACILITIES,6,0.0,100.0,5.0,OK
BOD014,FOOD,9,11.1,88.9,4.67,OK
BOD014,HYGIENE,4,0.0,100.0,5.0,OK
BOD014,LOCATION,4,0.0,100.0,5.0,OK
BOD014,MANAGEMENT,2,50.0,50.0,3.5,LOW_SUPPORT
BOD014,NOISE,8,12.5,87.5,4.62,OK
BOD014,POOL,4,25.0,75.0,4.25,OK
BOD014,PRICE_VALUE,5,20.0,80.0,4.4,OK
BOD014,REFUND_PAYMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD014,RESERVATION,4,25.0,75.0,4.25,OK
BOD014,ROOM,10,10.0,90.0,4.6,OK
BOD014,SERVICE,8,12.5,87.5,4.62,OK
BOD014,STAFF,9,11.1,88.9,4.56,OK
BOD016,ANIMATION_ENTERTAINMENT,7,14.3,85.7,4.29,OK
BOD016,BAR_DRINKS,8,12.5,87.5,4.38,OK
BOD016,BEACH_SEA,8,12.5,87.5,4.38,OK
BOD016,BED_COMFORT,5,0.0,100.0,4.8,OK
BOD016,CHECKIN_CHECKOUT,3,0.0,100.0,5.0,OK
BOD016,CLEANLINESS,9,22.2,77.8,4.0,OK
BOD016,COMMUNICATION,2,50.0,50.0,3.0,LOW_SUPPORT
BOD016,FACILITIES,7,28.6,71.4,3.86,OK
BOD016,FAMILY_KIDS,3,0.0,100.0,5.0,OK
BOD016,FOOD,8,12.5,87.5,4.38,OK
BOD016,HYGIENE,3,33.3,66.7,3.67,OK
BOD016,LOCATION,4,50.0,50.0,3.0,OK
BOD016,MANAGEMENT,2,50.0,50.0,3.5,LOW_SUPPORT
BOD016,NOISE,6,16.7,83.3,4.33,OK
BOD016,POOL,5,20.0,80.0,4.2,OK
BOD016,PRICE_VALUE,4,25.0,75.0,4.0,OK
BOD016,REFUND_PAYMENT,3,0.0,100.0,5.0,OK
BOD016,RESERVATION,4,0.0,100.0,5.0,OK
BOD016,ROOM,8,25.0,75.0,3.88,OK
BOD016,SERVICE,7,28.6,71.4,3.86,OK
BOD016,STAFF,8,25.0,75.0,3.88,OK
BOD016,TRANSPORT_TRANSFER,1,100.0,0.0,1.0,LOW_SUPPORT
BOD020,AIR_CONDITIONING,3,33.3,66.7,3.0,OK
BOD020,ANIMATION_ENTERTAINMENT,2,0.0,50.0,4.0,LOW_SUPPORT
BOD020,BAR_DRINKS,18,16.7,83.3,4.17,OK
BOD020,BEACH_SEA,14,21.4,64.3,3.64,OK
BOD020,BED_COMFORT,9,22.2,55.6,3.56,OK
BOD020,CHECKIN_CHECKOUT,8,25.0,50.0,3.25,OK
BOD020,CLEANLINESS,18,11.1,72.2,4.06,OK
BOD020,COMMUNICATION,1,0.0,0.0,3.0,LOW_SUPPORT
BOD020,FACILITIES,4,0.0,50.0,4.0,OK
BOD020,FAMILY_KIDS,20,20.0,65.0,3.95,OK
BOD020,FOOD,27,11.1,77.8,4.22,OK
BOD020,HYGIENE,4,50.0,25.0,2.5,OK
BOD020,LOCATION,15,13.3,80.0,4.2,OK
BOD020,MANAGEMENT,9,11.1,88.9,4.56,OK
BOD020,NOISE,8,50.0,50.0,3.12,OK
BOD020,POOL,18,11.1,72.2,4.11,OK
BOD020,PRICE_VALUE,23,21.7,65.2,3.78,OK
BOD020,REFUND_PAYMENT,2,100.0,0.0,1.0,LOW_SUPPORT
BOD020,RESERVATION,5,40.0,60.0,3.4,OK
BOD020,ROOM,17,17.6,64.7,3.71,OK
BOD020,SERVICE,11,9.1,90.9,4.45,OK
BOD020,STAFF,34,11.8,79.4,4.26,OK
BOD020,WIFI,4,0.0,50.0,4.0,OK
BOD024,ANIMATION_ENTERTAINMENT,2,0.0,50.0,5.0,LOW_SUPPORT
BOD024,BAR_DRINKS,1,100.0,0.0,1.0,LOW_SUPPORT
BOD024,BEACH_SEA,2,0.0,100.0,4.5,LOW_SUPPORT
BOD024,BED_COMFORT,2,0.0,100.0,4.5,LOW_SUPPORT
BOD024,CHECKIN_CHECKOUT,1,100.0,0.0,2.0,LOW_SUPPORT
BOD024,CLEANLINESS,5,20.0,80.0,4.2,OK
BOD024,FAMILY_KIDS,4,25.0,75.0,4.25,OK
BOD024,FOOD,8,25.0,75.0,3.88,OK
BOD024,HYGIENE,1,100.0,0.0,1.0,LOW_SUPPORT
BOD024,MANAGEMENT,3,0.0,100.0,5.0,OK
BOD024,NOISE,4,50.0,50.0,3.0,OK
BOD024,POOL,2,50.0,50.0,3.5,LOW_SUPPORT
BOD024,PRICE_VALUE,4,25.0,75.0,4.0,OK
BOD024,ROOM,5,40.0,60.0,3.4,OK
BOD024,SERVICE,1,0.0,100.0,4.0,LOW_SUPPORT
BOD024,STAFF,1,0.0,100.0,5.0,LOW_SUPPORT
BOD024,WIFI,1,100.0,0.0,2.0,LOW_SUPPORT
BOD025,BAR_DRINKS,6,66.7,16.7,2.0,OK
BOD025,BEACH_SEA,5,40.0,40.0,3.0,OK
BOD025,BED_COMFORT,3,66.7,33.3,2.33,OK
BOD025,CLEANLINESS,10,60.0,30.0,2.4,OK
BOD025,FACILITIES,4,100.0,0.0,1.0,OK
BOD025,FAMILY_KIDS,1,100.0,0.0,1.0,LOW_SUPPORT
BOD025,FOOD,7,57.1,28.6,2.43,OK
BOD025,HYGIENE,4,100.0,0.0,1.0,OK
BOD025,NOISE,3,66.7,33.3,2.33,OK
BOD025,POOL,3,33.3,33.3,3.0,OK
BOD025,PRICE_VALUE,5,60.0,40.0,2.6,OK
BOD025,REFUND_PAYMENT,1,100.0,0.0,1.0,LOW_SUPPORT
BOD025,RESERVATION,3,100.0,0.0,1.0,OK
BOD025,ROOM,9,66.7,22.2,2.11,OK
BOD025,SERVICE,4,25.0,50.0,3.5,OK
BOD025,STAFF,8,75.0,25.0,2.0,OK
BOD026,ANIMATION_ENTERTAINMENT,2,0.0,100.0,5.0,LOW_SUPPORT
BOD026,BAR_DRINKS,4,0.0,100.0,5.0,OK
BOD026,BEACH_SEA,6,0.0,100.0,5.0,OK
BOD026,BED_COMFORT,4,0.0,100.0,5.0,OK
BOD026,CHECKIN_CHECKOUT,2,0.0,100.0,5.0,LOW_SUPPORT
BOD026,CLEANLINESS,6,0.0,100.0,5.0,OK
BOD026,FACILITIES,3,0.0,100.0,5.0,OK
BOD026,FAMILY_KIDS,4,0.0,100.0,5.0,OK
BOD026,FOOD,5,0.0,100.0,5.0,OK
BOD026,HYGIENE,1,0.0,100.0,5.0,LOW_SUPPORT
BOD026,LOCATION,3,0.0,100.0,5.0,OK
BOD026,MANAGEMENT,2,0.0,100.0,5.0,LOW_SUPPORT
BOD026,NOISE,3,0.0,100.0,5.0,OK
BOD026,PRICE_VALUE,4,0.0,100.0,5.0,OK
BOD026,ROOM,5,0.0,100.0,5.0,OK
BOD026,SERVICE,3,0.0,100.0,5.0,OK
BOD026,STAFF,5,0.0,100.0,5.0,OK
BOD030,AIR_CONDITIONING,2,50.0,0.0,2.0,LOW_SUPPORT
BOD030,ANIMATION_ENTERTAINMENT,2,0.0,100.0,4.5,LOW_SUPPORT
BOD030,BAR_DRINKS,6,50.0,50.0,2.67,OK
BOD030,BEACH_SEA,3,33.3,33.3,2.67,OK
BOD030,BED_COMFORT,3,66.7,33.3,2.0,OK
BOD030,CHECKIN_CHECKOUT,3,100.0,0.0,1.0,OK
BOD030,CLEANLINESS,6,66.7,16.7,1.83,OK
BOD030,COMMUNICATION,1,100.0,0.0,1.0,LOW_SUPPORT
BOD030,FACILITIES,3,66.7,33.3,2.0,OK
BOD030,FAMILY_KIDS,3,66.7,0.0,1.67,OK
BOD030,FOOD,7,57.1,28.6,2.29,OK
BOD030,HYGIENE,2,100.0,0.0,1.0,LOW_SUPPORT
BOD030,LOCATION,2,0.0,50.0,3.5,LOW_SUPPORT
BOD030,MANAGEMENT,1,100.0,0.0,1.0,LOW_SUPPORT
BOD030,NOISE,2,100.0,0.0,1.0,LOW_SUPPORT
BOD030,POOL,1,100.0,0.0,1.0,LOW_SUPPORT
BOD030,PRICE_VALUE,7,42.9,42.9,2.71,OK
BOD030,REFUND_PAYMENT,2,100.0,0.0,1.0,LOW_SUPPORT
BOD030,RESERVATION,1,0.0,100.0,4.0,LOW_SUPPORT
BOD030,ROOM,7,42.9,42.9,2.71,OK
BOD030,SERVICE,3,66.7,33.3,2.0,OK
BOD030,STAFF,5,60.0,20.0,2.0,OK
BOD031,ANIMATION_ENTERTAINMENT,1,100.0,0.0,1.0,LOW_SUPPORT
BOD031,BAR_DRINKS,2,0.0,100.0,5.0,LOW_SUPPORT
BOD031,BEACH_SEA,5,20.0,80.0,4.4,OK
BOD031,BED_COMFORT,2,100.0,0.0,1.5,LOW_SUPPORT
BOD031,CLEANLINESS,6,50.0,50.0,3.17,OK
BOD031,FACILITIES,1,100.0,0.0,2.0,LOW_SUPPORT
BOD031,FAMILY_KIDS,2,50.0,50.0,3.0,LOW_SUPPORT
BOD031,FOOD,7,42.9,57.1,3.43,OK
BOD031,HYGIENE,2,50.0,50.0,3.0,LOW_SUPPORT
BOD031,LOCATION,2,50.0,50.0,3.5,LOW_SUPPORT
BOD031,MANAGEMENT,2,50.0,50.0,3.5,LOW_SUPPORT
BOD031,NOISE,1,100.0,0.0,2.0,LOW_SUPPORT
BOD031,POOL,2,0.0,100.0,5.0,LOW_SUPPORT
BOD031,PRICE_VALUE,3,66.7,33.3,2.67,OK
BOD031,ROOM,7,57.1,42.9,2.86,OK
BOD031,SERVICE,2,0.0,100.0,5.0,LOW_SUPPORT
BOD031,STAFF,5,20.0,80.0,4.2,OK
BOD032,AIR_CONDITIONING,3,0.0,100.0,4.33,OK
BOD032,ANIMATION_ENTERTAINMENT,8,0.0,100.0,4.62,OK
BOD032,BAR_DRINKS,31,3.2,87.1,4.48,OK
BOD032,BEACH_SEA,16,6.2,81.2,4.31,OK
BOD032,BED_COMFORT,9,0.0,88.9,4.78,OK
BOD032,CHECKIN_CHECKOUT,3,0.0,66.7,4.33,OK
BOD032,CLEANLINESS,31,3.2,90.3,4.55,OK
BOD032,COMMUNICATION,3,0.0,100.0,5.0,OK
BOD032,FACILITIES,10,0.0,100.0,4.5,OK
BOD032,FAMILY_KIDS,13,0.0,92.3,4.62,OK
BOD032,FOOD,42,2.4,92.9,4.64,OK
BOD032,HYGIENE,4,25.0,75.0,3.25,OK
BOD032,LOCATION,14,7.1,78.6,4.36,OK
BOD032,MANAGEMENT,6,0.0,83.3,4.5,OK
BOD032,NOISE,15,6.7,86.7,4.4,OK
BOD032,POOL,17,0.0,88.2,4.47,OK
BOD032,PRICE_VALUE,9,0.0,77.8,4.44,OK
BOD032,RESERVATION,3,0.0,66.7,4.33,OK
BOD032,ROOM,27,3.7,92.6,4.63,OK
BOD032,SERVICE,18,0.0,88.9,4.72,OK
BOD032,STAFF,50,2.0,92.0,4.62,OK
BOD032,TRANSPORT_TRANSFER,1,0.0,100.0,5.0,LOW_SUPPORT
BOD033,AIR_CONDITIONING,2,100.0,0.0,1.0,LOW_SUPPORT
BOD033,BAR_DRINKS,7,0.0,100.0,5.0,OK
BOD033,BEACH_SEA,3,0.0,100.0,5.0,OK
BOD033,BED_COMFORT,3,0.0,100.0,5.0,OK
BOD033,CHECKIN_CHECKOUT,5,0.0,100.0,5.0,OK
BOD033,CLEANLINESS,17,0.0,94.1,4.82,OK
BOD033,FACILITIES,11,0.0,90.9,4.82,OK
BOD033,FAMILY_KIDS,4,0.0,100.0,5.0,OK
BOD033,FOOD,15,6.7,93.3,4.73,OK
BOD033,HYGIENE,3,33.3,66.7,3.67,OK
BOD033,LOCATION,16,12.5,87.5,4.5,OK
BOD033,MANAGEMENT,3,0.0,100.0,5.0,OK
BOD033,NOISE,5,0.0,100.0,5.0,OK
BOD033,POOL,13,0.0,92.3,4.85,OK
BOD033,PRICE_VALUE,2,0.0,100.0,5.0,LOW_SUPPORT
BOD033,REFUND_PAYMENT,1,0.0,100.0,5.0,LOW_SUPPORT
BOD033,RESERVATION,3,33.3,66.7,3.67,OK
BOD033,ROOM,18,11.1,88.9,4.56,OK
BOD033,SERVICE,11,0.0,100.0,4.91,OK
BOD033,STAFF,14,7.1,92.9,4.71,OK
