hotel_id,hotel_name,area,n,mean_rating_5,median_rating_5,std,low_share,mid_share,high_share,sample_support,top_traveler_type,family_share_pct,couple_share_pct,distinct_countries
BOD073,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,10,4.55,5.0,0.7527726527090811,0.0,0.2,0.8,LOW_SUPPORT,COUPLE,0.0,30.0,2
BOD074,Begonvil Gümüşlük,Gümüşlük,3,5.0,5.0,0.0,0.0,0.0,1.0,VERY_LOW_SUPPORT,FRIENDS,33.3,0.0,0
BOD076,Gümüşlük No3,Gümüşlük,6,4.666666666666667,5.0,0.5163977794943222,0.0,0.0,1.0,LOW_SUPPORT,UNKNOWN,0.0,0.0,0
BOD078,Liman Hotel Gümüslük (Adult only),Gümüşlük,11,4.2272727272727275,4.75,1.1037127426019047,0.182,0.091,0.727,LOW_SUPPORT,COUPLE,9.1,54.5,5
BOD081,Oda Bodrum Gümüşlük,Gümüşlük,28,4.160714285714286,5.0,1.3038658433926926,0.143,0.071,0.786,MODERATE,UNKNOWN,3.6,10.7,2
BOD082,Otel Gümüşlük,Gümüşlük,18,4.555555555555555,5.0,0.7838233761296739,0.056,0.0,0.944,LOW_SUPPORT,UNKNOWN,16.7,5.6,0
BOD085,Paradise Gümüşlük,Gümüşlük,12,4.25,5.0,1.4222261679238197,0.167,0.083,0.75,LOW_SUPPORT,UNKNOWN,8.3,25.0,0
BOD086,Vega Aparts,Gümüşlük,20,3.825,5.0,1.5498302114136653,0.25,0.1,0.65,MODERATE,UNKNOWN,25.0,5.0,3
BOD088,Baia Bodrum Hotel,Gündoğan,40,4.23125,5.0,1.260071604599496,0.15,0.075,0.775,MODERATE,UNKNOWN,30.0,12.5,2
BOD089,Cape Bodrum Luxury Hotel & Beach,Gündoğan,28,4.928571428571429,5.0,0.3779644730092273,0.0,0.036,0.964,MODERATE,UNKNOWN,21.4,21.4,1
BOD090,Costa Farilya Special Class Hotel Bodrum,Gündoğan,67,4.298507462686567,5.0,1.2310986147282794,0.09,0.09,0.821,STRONGER,UNKNOWN,17.9,9.0,1
BOD091,Gündoğan Suites,Gündoğan,6,4.625,5.0,0.8023403267940606,0.0,0.167,0.833,LOW_SUPPORT,UNKNOWN,16.7,0.0,1
BOD095,Mivara Luxury Bodrum,Gündoğan,58,4.741379310344827,5.0,0.7389025723965594,0.034,0.017,0.948,STRONGER,UNKNOWN,13.8,17.2,2
BOD096,Olira Boutique Hotel&SPA,Gündoğan,27,4.814814814814815,5.0,0.9622504486493764,0.037,0.0,0.963,MODERATE,FAMILY,66.7,3.7,0
BOD097,OLİVE TREE HOTEL,Gündoğan,11,4.363636363636363,5.0,1.4847711791873703,0.182,0.0,0.818,LOW_SUPPORT,SOLO,0.0,27.3,2
BOD100,Villa Rustica Hotel,Gündoğan,8,4.625,5.0,1.0606601717798212,0.125,0.0,0.875,LOW_SUPPORT,UNKNOWN,12.5,12.5,0
BOD106,La Blanche Island Bodrum,Güvercinlik,57,4.7894736842105265,5.0,0.5256574830378469,0.0,0.053,0.947,STRONGER,FAMILY,43.9,7.0,0
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,44,4.403409090909091,5.0,1.1541330042691529,0.114,0.045,0.841,MODERATE,UNKNOWN,13.6,31.8,8
BOD108,Lujo Hotel Bodrum,Güvercinlik,41,4.536585365853658,5.0,1.120213394305071,0.073,0.049,0.878,MODERATE,UNKNOWN,34.1,24.4,2
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,35,4.7214285714285715,5.0,0.6495796960439921,0.0,0.114,0.886,MODERATE,FAMILY,60.0,8.6,2
BOD111,Zena Hotel Bodrum,Güvercinlik,9,4.055555555555555,5.0,1.379412113103904,0.111,0.222,0.667,LOW_SUPPORT,UNKNOWN,0.0,11.1,1
BOD112,Azure By Yelken Hotel,Kadıkalesi,41,4.298780487804878,5.0,1.2786950283823564,0.146,0.049,0.805,MODERATE,FAMILY,36.6,9.8,1
BOD115,Yasmin Bodrum Resort,Kadıkalesi,47,4.297872340425532,5.0,1.3007505127395607,0.128,0.021,0.851,MODERATE,UNKNOWN,40.4,6.4,2
BOD118,Amfora Hotel,Ortakent-Yahşi,10,3.7,5.0,1.888562063228706,0.3,0.0,0.7,LOW_SUPPORT,FAMILY,40.0,10.0,0
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,39,4.051282051282051,5.0,1.3080966073432994,0.205,0.103,0.692,MODERATE,UNKNOWN,10.3,12.8,4
BOD122,Florida Otel,Ortakent-Yahşi,11,3.9318181818181817,4.0,1.0844982082218317,0.182,0.182,0.636,LOW_SUPPORT,SOLO,18.2,0.0,6
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,6,4.333333333333333,5.0,1.632993161855452,0.167,0.0,0.833,LOW_SUPPORT,UNKNOWN,0.0,33.3,0
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,27,4.481481481481482,5.0,0.7000203497245562,0.0,0.111,0.889,MODERATE,UNKNOWN,3.7,11.1,1
BOD128,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,25,4.6,5.0,0.7637626158259733,0.04,0.04,0.92,MODERATE,UNKNOWN,36.0,12.0,2
BOD130,Petunya Beach Resort,Ortakent-Yahşi,44,4.107954545454546,5.0,1.2763475861521947,0.136,0.136,0.727,MODERATE,UNKNOWN,25.0,13.6,1
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,44,4.409090909090909,5.0,0.8974947513788829,0.068,0.068,0.864,MODERATE,UNKNOWN,9.1,20.5,1
BOD134,Yakamoz Otel,Ortakent-Yahşi,18,4.222222222222222,5.0,1.2153699778283715,0.111,0.111,0.778,LOW_SUPPORT,UNKNOWN,5.6,5.6,2
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,24,4.833333333333333,5.0,0.38069349381344053,0.0,0.0,1.0,MODERATE,UNKNOWN,16.7,20.8,1
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,45,4.583333333333333,5.0,0.7210314581461502,0.022,0.089,0.889,MODERATE,COUPLE,22.2,42.2,14
BOD141,DUJA BODRUM,Torba,52,4.365384615384615,5.0,0.990718617258302,0.077,0.077,0.846,STRONGER,UNKNOWN,23.1,15.4,3
BOD144,Mira Suites,Torba,2,5.0,5.0,0.0,0.0,0.0,1.0,VERY_LOW_SUPPORT,UNKNOWN,0.0,0.0,0
BOD147,Omar Hotel & Suites,Torba,14,4.785714285714286,5.0,0.42581531362631997,0.0,0.0,1.0,LOW_SUPPORT,UNKNOWN,0.0,7.1,0
BOD151,Sarpedor Boutique Hotel & SPA,Torba,50,3.445,4.125,1.7182172179800972,0.36,0.08,0.56,STRONGER,UNKNOWN,26.0,16.0,1
BOD152,"Susona Bodrum, LXR Hotels & Resorts",Torba,73,4.876712328767123,5.0,0.3911416864432481,0.0,0.027,0.973,STRONGER,COUPLE,17.8,30.1,8
BOD158,Arin Resort Bodrum,Turgutreis,25,4.96,5.0,0.19999999999999996,0.0,0.0,1.0,MODERATE,UNKNOWN,4.0,0.0,1
BOD162,Rammos Managed by Dedeman,Turgutreis,65,4.3538461538461535,5.0,1.1065256610045417,0.092,0.108,0.8,STRONGER,UNKNOWN,18.5,20.0,3
BOD165,Caja by Maxx Royal,Türkbükü,4,4.75,5.0,0.4999999999999999,0.0,0.0,1.0,VERY_LOW_SUPPORT,UNKNOWN,25.0,25.0,0
BOD167,Elista Hotel & Spa,Türkbükü,62,4.451612903225806,5.0,1.1966814681544207,0.097,0.048,0.855,STRONGER,UNKNOWN,14.5,8.1,0
BOD170,No:81 Hotel,Türkbükü,35,4.45,5.0,1.0910734056288733,0.086,0.029,0.886,MODERATE,UNKNOWN,8.6,25.7,2
BOD172,Ailla Yalıkavak,Yalıkavak,34,4.9411764705882355,5.0,0.34299717028501764,0.0,0.029,0.971,MODERATE,UNKNOWN,5.9,20.6,1
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,65,4.865384615384615,5.0,0.5746549968325476,0.015,0.015,0.969,STRONGER,UNKNOWN,15.4,23.1,3
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,35,4.428571428571429,5.0,1.2669025285343476,0.114,0.057,0.829,MODERATE,UNKNOWN,20.0,28.6,2
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,34,4.176470588235294,5.0,1.3034473693108133,0.118,0.147,0.735,MODERATE,FAMILY,32.4,29.4,2
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,7,2.6785714285714284,2.0,1.6247710461418716,0.714,0.0,0.286,LOW_SUPPORT,FAMILY,28.6,14.3,1
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,56,4.696428571428571,5.0,0.8927922054307608,0.054,0.018,0.929,STRONGER,UNKNOWN,7.1,28.6,3
BOD181,Palmalife Bodrum Resort & Spa,Yalıkavak,12,3.9166666666666665,5.0,1.6213537179739277,0.333,0.0,0.667,LOW_SUPPORT,UNKNOWN,8.3,8.3,1
BOD184,Sea Palm Otel -YALIKAVAK,Yalıkavak,14,5.0,5.0,0.0,0.0,0.0,1.0,LOW_SUPPORT,BUSINESS,7.1,14.3,1
BOD186,Sirene Luxury Hotel Bodrum,Yalıkavak,55,4.6863636363636365,5.0,0.8377911072540334,0.036,0.091,0.873,STRONGER,FRIENDS,23.6,10.9,2
BOD187,Spektr Boutique Hotel Yalikavak,Yalıkavak,54,4.578703703703703,5.0,1.0126837989174102,0.074,0.0,0.926,STRONGER,UNKNOWN,14.8,22.2,6
BOD189,The Bodrum EDITION,Yalıkavak,62,4.387096774193548,5.0,1.418320857935537,0.145,0.0,0.855,STRONGER,UNKNOWN,14.5,14.5,3
BOD190,The Sign Highlight Hotel,Yalıkavak,18,2.4444444444444446,1.5,1.756407504043819,0.611,0.111,0.278,LOW_SUPPORT,UNKNOWN,33.3,11.1,0
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,60,4.933333333333334,5.0,0.3117292755628477,0.0,0.017,0.983,STRONGER,UNKNOWN,18.3,26.7,0
BOD192,Yalıpark Beach Hotel,Yalıkavak,78,4.717948717948718,5.0,0.9417783109343659,0.064,0.013,0.923,STRONGER,UNKNOWN,2.6,2.6,3
