hotel_id,platform,hotel_name_master,hotel_name_link,area_master,area_link,in_master,in_link_file,name_match_status,area_mismatch_flag,direct_url,status,url_format_status,duplicate_url_flag
BOD044,trip,Noa Suite Hotel,Noa Suite Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD044,tripadvisor,Noa Suite Hotel,Noa Suite Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD045,google_travel,Salmakis Resort & Spa,Salmakis Resort & Spa,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,verified_direct,OK,False
BOD045,trip,Salmakis Resort & Spa,Salmakis Resort & Spa,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD045,tripadvisor,Salmakis Resort & Spa,Salmakis Resort & Spa,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD046,google_travel,Senses Hotel,Senses Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD046,trip,Senses Hotel,Senses Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD046,tripadvisor,Senses Hotel,Senses Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD047,google_travel,The Marmara Bodrum,The Marmara Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD047,trip,The Marmara Bodrum,The Marmara Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD047,tripadvisor,The Marmara Bodrum,The Marmara Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD048,google_travel,Babana Hotel,Babana Hotel,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD048,trip,Babana Hotel,Babana Hotel,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD048,tripadvisor,Babana Hotel,Babana Hotel,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD049,google_travel,Casa Del Mar Bodrum,Casa Del Mar Bodrum,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD049,trip,Casa Del Mar Bodrum,Casa Del Mar Bodrum,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD049,tripadvisor,Casa Del Mar Bodrum,Casa Del Mar Bodrum,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD050,google_travel,Daphnis Hotel Gölköy,Daphnis Hotel Gölköy,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD050,trip,Daphnis Hotel Gölköy,Daphnis Hotel Gölköy,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD050,tripadvisor,Daphnis Hotel Gölköy,Daphnis Hotel Gölköy,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,null,null,NO_URL,False
BOD051,google_travel,Faros Bodrum Hotel Göltürkbükü,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,verified_direct,OK,False
BOD051,trip,Faros Bodrum Hotel Göltürkbükü,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,Göltürkbükü,True,True,EXACT,OK,https://ae.trip.com/hotels/golturkbuku-hotel-detail-17200888/faros-bodrum-ex-villa-kilic-hotel/,verified_direct,OK,False
