hotel_id,hotel_name,area,platform,direct_url,status,checked_at,note
BOD038,Casa Mare Bodrum,Bodrum Merkez,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD039,Casa Nonna Bodrum,Bodrum Merkez,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD040,Diamond of Bodrum Hotel,Bodrum Merkez,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD041,La Quinta by Wyndham Bodrum,Bodrum Merkez,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD042,Mandarin Resort Hotel,Bodrum Merkez,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,google.com/travel,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD044,Noa Suite Hotel,Bodrum Merkez,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD045,Salmakis Resort & Spa,Bodrum Merkez,google.com/travel,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD046,Senses Hotel,Bodrum Merkez,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD047,The Marmara Bodrum,Bodrum Merkez,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD048,Babana Hotel,Göltürkbükü,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD049,Casa Del Mar Bodrum,Göltürkbükü,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD050,Daphnis Hotel Gölköy,Göltürkbükü,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google.com/travel,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD052,Flamm Bodrum,Göltürkbükü,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD053,Gölköy Suites,Göltürkbükü,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD054,Lavinya Maison,Göltürkbükü,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD055,Lavinya Otel Göltürkbükü,Göltürkbükü,google.com/travel,https://www.google.com/travel/hotels/entity/CgsIzujNwKKw17XYARAB,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD056,"Mandarin Oriental, Bodrum",Göltürkbükü,google.com/travel,https://www.google.com/travel/hotels/entity/ChgI0ZWL5OHIovcnGgwvZy8xcTY3cF82NzgQAQ,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD057,Selvi Bodrum,Göltürkbükü,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD058,Bodrum Beach Resort,Gümbet,google.com/travel,https://www.google.com/travel/hotels/entity/ChgI6eX_zO-jka-3ARoLL2cvMXRqNXN5OGwQAQ,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD059,Bodrum Hotel Baba,Gümbet,google.com/travel,https://www.google.com/travel/hotels/entity/CgoIp_uGjqeilrEjEAE,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD060,Club Shark Hotel,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD061,Gümbet Anıl Beach,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD062,"Gümbet Cove Hotel, Muğla Türkiye",Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD063,Jasmin Beach Hotel,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD064,Jasmin Elite Residence & Spa,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD065,Mirada Exclusive Bodrum,Gümbet,google.com/travel,https://www.google.com/travel/hotels/entity/ChoIsqH9xsjG_r-rARoNL2cvMTFzbXQ1YjNqNxAB,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,google.com/travel,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD067,Sami Beach Hotel,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD068,Selectum Colours Bodrum,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD069,Siesta Beach Apart,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD070,The Luvi Hotel,Gümbet,google.com/travel,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD071,Tropicana Beach Hotel,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD072,VERY CHIC BODRUM,Gümbet,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD073,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD074,Begonvil Gümüşlük,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD075,Benjamin Otel,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD076,Gümüşlük No3,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD077,Ladonia Hotels Zemda,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD078,Liman Hotel Gümüslük (Adult only),Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD079,Metin's Gümüşlük - Hotel & Restaurant,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD080,Myndos Oda & kahvalti,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD081,Oda Bodrum Gümüşlük,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD082,Otel Gümüşlük,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD083,Oza butik hotel,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD084,Paradise Garden Apartments,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD085,Paradise Gümüşlük,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD086,Vega Aparts,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD087,Wanderheaven Camping & Tiny House Bodrum,Gümüşlük,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD088,Baia Bodrum Hotel,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD089,Cape Bodrum Luxury Hotel & Beach,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD090,Costa Farilya Special Class Hotel Bodrum,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD091,Gündoğan Suites,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD092,Liona Hotel,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD093,Malta Bodrum Hotel,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD094,Marje Villas,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD095,Mivara Luxury Bodrum,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD096,Olira Boutique Hotel&SPA,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD097,OLİVE TREE HOTEL,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD098,Swissôtel Living Bodrum,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD099,Villa Oliva Butik Otel,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD100,Villa Rustica Hotel,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD101,Vita Bella Hotel Resort & Spa,Gündoğan,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD102,Akyalı Butik Hotel,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD104,Greenport Bodrum,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD105,İsolina Hotel,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD106,La Blanche Island Bodrum,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD108,Lujo Hotel Bodrum,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD109,Oscar Seaside Hotel & Spa,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD111,Zena Hotel Bodrum,Güvercinlik,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD112,Azure By Yelken Hotel,Kadıkalesi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD113,Kadıkale Resort,Kadıkalesi,google.com/travel,https://www.google.com/travel/hotels/entity/ChcI267av9v2hps2GgsvZy8xdGZkdmtjMBAB,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD115,Yasmin Bodrum Resort,Kadıkalesi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD116,Acropol Of Bodrum Beach Hotel - Restaurant,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD117,Altınkaya Hotel,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD118,Amfora Hotel,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD119,"Bodrum Suites Apart Otel, Ortakent - Yahşi",Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD121,Eskiyalı Otel,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD122,Florida Otel,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD123,Hotel Marma Beach,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD125,Kefi Beach Bodrum,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD127,Kriss Hotel,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD128,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD129,Meggs Bodrum,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD130,Petunya Beach Resort,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD132,Viras Hotel & Beach,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD133,Yahşi Beach Hotel & Restaurant,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD134,Yakamoz Otel,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD135,Yılmaz Hotel | Bodrum Ortakent Otelleri,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD137,Armagan Apart Hotel,Torba,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD138,Bodrum Blue Bay Otel,Torba,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD139,Casa Dell'arte Otel,Torba,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD141,DUJA BODRUM,Torba,google.com/travel,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
