hotel_id,hotel_name,area,platform,direct_url,status,checked_at,note
BOD018,Bitez Deniz Hotel - Restaurant - Beach,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD019,Bitez Garden Life Hotel&Suites,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD020,Bitez Risa Hotel,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD022,Dolce Vita Luxury Bungalows,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD023,Doria Hotel Bodrum,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD024,HAKAN OTEL,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD025,Halikarya Hotel & Restaurant Beach,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD026,Manuela Otel Bitez,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD027,Meis Apart Hotel,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD028,Mira Beach Resort Bodrum,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD029,Mumu Bodrum Hotel,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD030,Natur Garden Hotel Bitez Bodrum,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD031,Okaliptus Otel,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD032,Paloma Family Club Bitez,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD033,Ramada Resort by Wyndham Bodrum,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD034,Çınar Butik Otel Bodrum,Bitez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD035,Azka Otel - Bardakçı Koyu,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD036,Bodrium Hotel & SPA,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD037,Bodrum Bay Resort,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD038,Casa Mare Bodrum,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD039,Casa Nonna Bodrum,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD040,Diamond of Bodrum Hotel,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD041,La Quinta by Wyndham Bodrum,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD042,Mandarin Resort Hotel,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD044,Noa Suite Hotel,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD045,Salmakis Resort & Spa,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD046,Senses Hotel,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD047,The Marmara Bodrum,Bodrum Merkez,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD048,Babana Hotel,Göltürkbükü,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD049,Casa Del Mar Bodrum,Göltürkbükü,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD050,Daphnis Hotel Gölköy,Göltürkbükü,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,trip.com,https://ae.trip.com/hotels/golturkbuku-hotel-detail-17200888/faros-bodrum-ex-villa-kilic-hotel/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD052,Flamm Bodrum,Göltürkbükü,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD053,Gölköy Suites,Göltürkbükü,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD054,Lavinya Maison,Göltürkbükü,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD055,Lavinya Otel Göltürkbükü,Göltürkbükü,trip.com,https://www.trip.com/hotels/golturkbuku-hotel-detail-4067437/lavinya-otel/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD056,"Mandarin Oriental, Bodrum",Göltürkbükü,trip.com,https://www.trip.com/hotels/bodrum-hotel-detail-1661001/mandarin-oriental-bodrum/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD057,Selvi Bodrum,Göltürkbükü,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD058,Bodrum Beach Resort,Gümbet,trip.com,https://us.trip.com/hotels/gumbet-hotel-detail-4057730/bodrum-beach-resort/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD059,Bodrum Hotel Baba,Gümbet,trip.com,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD060,Club Shark Hotel,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD061,Gümbet Anıl Beach,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD062,"Gümbet Cove Hotel, Muğla Türkiye",Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD063,Jasmin Beach Hotel,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD064,Jasmin Elite Residence & Spa,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD065,Mirada Exclusive Bodrum,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD067,Sami Beach Hotel,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD068,Selectum Colours Bodrum,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD069,Siesta Beach Apart,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD070,The Luvi Hotel,Gümbet,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD071,Tropicana Beach Hotel,Gümbet,trip.com,https://my.trip.com/hotels/gumbet-hotel-detail-3139968/tropicana-beach/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD072,VERY CHIC BODRUM,Gümbet,trip.com,https://uk.trip.com/hotels/bodrum-hotel-detail-3448155/very-chic-bodrum-adult-only/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD073,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,trip.com,https://www.trip.com/hotels/gumusluk-hotel-detail-96123030/arriba-apart-bungalow-restaurant/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD074,Begonvil Gümüşlük,Gümüşlük,trip.com,https://www.trip.com/hotels/gumusluk-hotel-detail-127410335/begonvil-gmlk/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD075,Benjamin Otel,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD076,Gümüşlük No3,Gümüşlük,trip.com,https://www.trip.com/hotels/gumusluk-hotel-detail-109836085/gumusluk-no3/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD077,Ladonia Hotels Zemda,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD078,Liman Hotel Gümüslük (Adult only),Gümüşlük,trip.com,https://www.trip.com/hotels/bodrum-hotel-detail-79101381/liman-hotel-gmslk-adult-only/,verified_direct,2026-08-26,Doğrudan tesis sayfası web aramasında otel adı ve Bodrum/bölge eşleşmesiyle doğrulandı.
BOD079,Metin's Gümüşlük - Hotel & Restaurant,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD080,Myndos Oda & kahvalti,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD081,Oda Bodrum Gümüşlük,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD082,Otel Gümüşlük,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD083,Oza butik hotel,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD084,Paradise Garden Apartments,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD085,Paradise Gümüşlük,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD086,Vega Aparts,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD087,Wanderheaven Camping & Tiny House Bodrum,Gümüşlük,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD088,Baia Bodrum Hotel,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD089,Cape Bodrum Luxury Hotel & Beach,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD090,Costa Farilya Special Class Hotel Bodrum,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD091,Gündoğan Suites,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD092,Liona Hotel,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD093,Malta Bodrum Hotel,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD094,Marje Villas,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD095,Mivara Luxury Bodrum,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD096,Olira Boutique Hotel&SPA,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD097,OLİVE TREE HOTEL,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD098,Swissôtel Living Bodrum,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD099,Villa Oliva Butik Otel,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD100,Villa Rustica Hotel,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD101,Vita Bella Hotel Resort & Spa,Gündoğan,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD102,Akyalı Butik Hotel,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD103,Green Bay Resort & Spa Bodrum,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD104,Greenport Bodrum,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD105,İsolina Hotel,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD106,La Blanche Island Bodrum,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD108,Lujo Hotel Bodrum,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD109,Oscar Seaside Hotel & Spa,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD111,Zena Hotel Bodrum,Güvercinlik,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD112,Azure By Yelken Hotel,Kadıkalesi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD113,Kadıkale Resort,Kadıkalesi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD114,Sianji Well-Being Resort Thermal & Spa,Kadıkalesi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD115,Yasmin Bodrum Resort,Kadıkalesi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD116,Acropol Of Bodrum Beach Hotel - Restaurant,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD117,Altınkaya Hotel,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD118,Amfora Hotel,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD119,"Bodrum Suites Apart Otel, Ortakent - Yahşi",Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD121,Eskiyalı Otel,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD122,Florida Otel,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD123,Hotel Marma Beach,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD125,Kefi Beach Bodrum,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD127,Kriss Hotel,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD128,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD129,Meggs Bodrum,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD130,Petunya Beach Resort,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD132,Viras Hotel & Beach,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD133,Yahşi Beach Hotel & Restaurant,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD134,Yakamoz Otel,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD135,Yılmaz Hotel | Bodrum Ortakent Otelleri,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD137,Armagan Apart Hotel,Torba,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD138,Bodrum Blue Bay Otel,Torba,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD139,Casa Dell'arte Otel,Torba,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD141,DUJA BODRUM,Torba,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD142,Hotel Torbahan,Torba,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
BOD143,Hotel Zeytinada,Torba,trip.com,null,null,2026-08-26,Doğrudan tesis sayfası güvenilir biçimde doğrulanamadı; arama bağlantısı eklenmedi.
