hotel_id,hotel_name,area,google_travel_url,google_travel_status,google_travel_confidence,trip_url,trip_status,trip_confidence,policy_trip_url,platform_coverage_count,manual_review_required,enabled_google,enabled_trip,enabled_policies
BOD016,Xanadu Island,Akyarlar,https://www.google.com/travel/hotels/entity/ChcIgv_kqOT446h4GgsvZy8xdGZsdjYzORAB?q=Xanadu%20Island%20Akyarlar%20Bodrum&ved=2ahUKEwjM05Gulr6WAxWJOQYAHSpSBBkQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,95,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-17508018/xanadu-island-hotel/,verified_direct,100,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-17508018/xanadu-island-hotel/,2,False,True,True,True
BOD017,Ambrosia Otel Beach & Spa,Bitez,,review_required,79,https://www.trip.com/hotels/detail/?hotelId=3448116,verified_direct,93,https://www.trip.com/hotels/detail/?hotelId=3448116,1,True,False,True,True
BOD018,Bitez Deniz Hotel - Restaurant - Beach,Bitez,,review_required,83,,NOT_FOUND,65,,0,True,False,False,False
BOD019,Bitez Garden Life Hotel&Suites,Bitez,,review_required,82,,review_required,70,,0,True,False,False,False
BOD020,Bitez Risa Hotel,Bitez,https://www.google.com/travel/hotels/entity/ChgIqLSo4o_E9rtUGgwvZy8xMXkwbmxzajUQAQ?q=Bitez%20Risa%20Hotel%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiFk4DQlr6WAxVRe0ECHVDNCIwQvukIegQIAxAC,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3457591,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3457591,2,False,True,True,True
BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,https://www.google.com/travel/hotels/entity?q=Caresse%2C%20a%20Luxury%20Collection%20Resort%20%26%20Spa%2C%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwini8XWlr6WAxUWfUECHUCNEIAQvukIegUIAxDSAw&ts=CAEaNwoZEhcKDS9nLzExYnZfZGtzcHE6BkJvZHJ1bRIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,verified_direct,86,https://www.trip.com/hotels/detail/?hotelId=3799303,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3799303,2,False,True,True,True
BOD022,Dolce Vita Luxury Bungalows,Bitez,,review_required,81,,NOT_FOUND,0,,0,True,False,False,False
BOD023,Doria Hotel Bodrum,Bitez,,review_required,75,,review_required,73,,0,True,False,False,False
BOD024,HAKAN OTEL,Bitez,https://www.google.com/travel/hotels/entity/ChcI4LLmvM7ss58xGgsvZy8xdGQ0NHA1NxAB?q=HAKAN%20OTEL%20Bitez%20Bodrum&ved=2ahUKEwjH76Pvlr6WAxXEUEECHRaaAcIQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,95,,review_required,74,,1,True,True,False,False
BOD025,Halikarya Hotel & Restaurant Beach,Bitez,https://www.google.com/travel/hotels/entity/ChkI6pWuqJPY-ZwEGg0vZy8xMXlnXzFkejZ5EAE?q=Halikarya%20Hotel%20%26%20Restaurant%20Beach%20Bitez%20Bodrum&ved=2ahUKEwiRzOv1lr6WAxXLdkECHR00OEEQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=133162789,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=133162789,2,False,True,True,True
BOD026,Manuela Otel Bitez,Bitez,https://www.google.com/travel/hotels/entity/ChcI-qjp_pHNlqM9GgsvZy8xdGR2OF8zcRAB?q=Manuela%20Otel%20Bitez%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwiqx4L_lr6WAxU2fUECHaUZLGAQvukIegQIAxAC&ap=KigKEgl4sK3fJoNCQBFTmHQQXmE7QBISCWCjDhXSg0JAEVOYdISOYjtA,verified_direct,95,,review_required,75,,1,True,True,False,False
BOD027,Meis Apart Hotel,Bitez,,review_required,74,,NOT_FOUND,41,,0,True,False,False,False
BOD028,Mira Beach Resort Bodrum,Bitez,,review_required,79,,NOT_FOUND,0,,0,True,False,False,False
BOD029,Mumu Bodrum Hotel,Bitez,,review_required,75,https://www.trip.com/hotels/detail/?hotelId=119015660,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=119015660,1,True,False,True,True
BOD030,Natur Garden Hotel Bitez Bodrum,Bitez,https://www.google.com/travel/hotels/entity/ChgI_YuOi7bAtqT2ARoLL2cvMXRkdDNmeWgQAQ?q=Natur%20Garden%20Hotel%20Bitez%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwicu8-hl76WAxUZlnwGHTIDEYQQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,95,,review_required,71,,1,True,True,False,False
BOD031,Okaliptus Otel,Bitez,https://www.google.com/travel/hotels/entity/ChcImKD7qd_k4OsZGgsvZy8xdHA2OHFfNhAB?q=Okaliptus%20Otel%20Bitez%20Bodrum&ved=2ahUKEwikzJWol76WAxWoAwYAHfHqA1MQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=5420290,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=5420290,2,False,True,True,True
BOD032,Paloma Family Club Bitez,Bitez,https://www.google.com/travel/hotels/entity/ChgIpr3nq9uz05WXARoLL2cvMXRuZGdtajEQAQ?q=Paloma%20Family%20Club%20Bitez%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwi03pKvl76WAxWqj3wGHX_GF08QvukIegQIAxAC,verified_direct,95,,review_required,82,,1,True,True,False,False
BOD033,Ramada Resort by Wyndham Bodrum,Bitez,https://www.google.com/travel/hotels/entity/ChcI_6azjs-vhudnGgsvZy8xdnBnajBfeRAB?q=Ramada%20Resort%20by%20Wyndham%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwjp_9K1l76WAxXmZkECHYt_Ff8QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=2504739,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=2504739,2,False,True,True,True
BOD034,Çınar Butik Otel Bodrum,Bitez,https://www.google.com/travel/hotels/entity/ChkIkpWL3r_aqPFYGg0vZy8xMXBrbHRreHgxEAE?q=%C3%87%C4%B1nar%20Butik%20Otel%20Bodrum%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwigxKu8l76WAxUrBQYAHeURI20QvukIegQIAxAC,verified_direct,95,,review_required,84,,1,True,True,False,False
BOD035,Azka Otel - Bardakçı Koyu,Bodrum Merkez,,NOT_FOUND,67,,NOT_FOUND,54,,0,False,False,False,False
BOD036,Bodrium Hotel & SPA,Bodrum Merkez,https://www.google.com/travel/hotels/entity/ChcIoPuags-X5e91GgsvZy8xdGQxMDhibhAB,verified_direct,100,https://www.trip.com/hotels/detail/?hotelId=3053057,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3053057,2,False,True,True,True
BOD037,Bodrum Bay Resort,Bodrum Merkez,,NOT_FOUND,61,,NOT_FOUND,0,,0,False,False,False,False
BOD038,Casa Mare Bodrum,Bodrum Merkez,,NOT_FOUND,59,,NOT_FOUND,0,,0,False,False,False,False
BOD039,Casa Nonna Bodrum,Bodrum Merkez,,NOT_FOUND,61,,NOT_FOUND,0,,0,False,False,False,False
BOD040,Diamond of Bodrum Hotel,Bodrum Merkez,,NOT_FOUND,67,,review_required,81,,0,True,False,False,False
BOD041,La Quinta by Wyndham Bodrum,Bodrum Merkez,,review_required,70,https://www.trip.com/hotels/detail/?hotelId=3112073,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3112073,1,True,False,True,True
BOD042,Mandarin Resort Hotel,Bodrum Merkez,,NOT_FOUND,65,,ERROR,0,,0,False,False,False,False
BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,verified_direct,100,https://www.trip.com/hotels/detail/?hotelId=9664001,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=9664001,2,False,True,True,True
BOD044,Noa Suite Hotel,Bodrum Merkez,,NOT_FOUND,58,,review_required,71,,0,True,False,False,False
BOD045,Salmakis Resort & Spa,Bodrum Merkez,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,verified_direct,100,https://www.trip.com/hotels/detail/?hotelId=2564875,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=2564875,2,False,True,True,True
BOD046,Senses Hotel,Bodrum Merkez,,NOT_FOUND,53,,NOT_FOUND,65,,0,False,False,False,False
BOD047,The Marmara Bodrum,Bodrum Merkez,,NOT_FOUND,62,,review_required,74,,0,True,False,False,False
BOD048,Babana Hotel,Göltürkbükü,https://www.google.com/travel/hotels/entity/ChgIgNK0_4KY6YacARoLL2cvMXZsMGJua18QAQ?q=Babana%20Hotel%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwjQpLjlmL6WAxUyNAYAHVnoHX4QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3444382,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3444382,2,False,True,True,True
BOD049,Casa Del Mar Bodrum,Göltürkbükü,https://www.google.com/travel/hotels/entity/ChkIiayplb67m6cGGg0vZy8xMWo3eV9jOTZkEAE?q=Casa%20Del%20Mar%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjok57umL6WAxW6OwYAHaONGRIQvukIegQIAxAC,verified_direct,95,,NOT_FOUND,0,,1,False,True,False,False
BOD050,Daphnis Hotel Gölköy,Göltürkbükü,,review_required,77,,review_required,76,,0,True,False,False,False
BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,verified_direct,100,https://ae.trip.com/hotels/golturkbuku-hotel-detail-17200888/faros-bodrum-ex-villa-kilic-hotel/,verified_direct,100,https://ae.trip.com/hotels/golturkbuku-hotel-detail-17200888/faros-bodrum-ex-villa-kilic-hotel/,2,False,True,True,True
BOD052,Flamm Bodrum,Göltürkbükü,https://www.google.com/travel/hotels/entity/ChgInJybosXOnaMNGgwvZy8xMWdfYjNyOGgQAQ?q=Flamm%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjqms2Mmb6WAxWqj3wGHX_GF08QvukIegQIAxAC,verified_direct,95,,NOT_FOUND,0,,1,False,True,False,False
BOD053,Gölköy Suites,Göltürkbükü,,review_required,70,,NOT_FOUND,0,,0,True,False,False,False
BOD054,Lavinya Maison,Göltürkbükü,https://www.google.com/travel/hotels/entity/ChkIkdO_vraRyObAARoML2cvMTEzZnYybXpoEAE?q=Lavinya%20Maison%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwj73Micmb6WAxWLPQYAHU6NKEoQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,95,,NOT_FOUND,67,,1,False,True,False,False
BOD055,Lavinya Otel Göltürkbükü,Göltürkbükü,https://www.google.com/travel/hotels/entity/CgsIzujNwKKw17XYARAB,verified_direct,100,https://www.trip.com/hotels/golturkbuku-hotel-detail-4067437/lavinya-otel/,verified_direct,100,https://www.trip.com/hotels/golturkbuku-hotel-detail-4067437/lavinya-otel/,2,False,True,True,True
BOD056,"Mandarin Oriental, Bodrum",Göltürkbükü,https://www.google.com/travel/hotels/entity/ChgI0ZWL5OHIovcnGgwvZy8xcTY3cF82NzgQAQ,verified_direct,100,https://www.trip.com/hotels/bodrum-hotel-detail-1661001/mandarin-oriental-bodrum/,verified_direct,100,https://www.trip.com/hotels/bodrum-hotel-detail-1661001/mandarin-oriental-bodrum/,2,False,True,True,True
BOD057,Selvi Bodrum,Göltürkbükü,https://www.google.com/travel/hotels/entity/ChgIwemp-sDO7cQMGgwvZy8xMnE0dGc5X3oQAQ?q=Selvi%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwiXs62jmb6WAxVkZUECHQD6KnsQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,95,,NOT_FOUND,0,,1,False,True,False,False
BOD058,Bodrum Beach Resort,Gümbet,https://www.google.com/travel/hotels/entity/ChgI6eX_zO-jka-3ARoLL2cvMXRqNXN5OGwQAQ,verified_direct,100,https://us.trip.com/hotels/gumbet-hotel-detail-4057730/bodrum-beach-resort/,verified_direct,100,https://us.trip.com/hotels/gumbet-hotel-detail-4057730/bodrum-beach-resort/,2,False,True,True,True
BOD059,Bodrum Hotel Baba,Gümbet,https://www.google.com/travel/hotels/entity/CgoIp_uGjqeilrEjEAE,verified_direct,100,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,verified_direct,100,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,2,False,True,True,True
BOD060,Club Shark Hotel,Gümbet,https://www.google.com/travel/hotels/entity/ChgImcHF4_qzsKm5ARoLL2cvMXRkamxta2sQAQ?q=Club%20Shark%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwih6eCqmb6WAxXBaEECHSFvFZkQvukIegQIAxAC,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3110682,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3110682,2,False,True,True,True
BOD061,Gümbet Anıl Beach,Gümbet,https://www.google.com/travel/hotels/entity/ChgI-8jIhJzX8relARoLL2cvMXRmZjBiXzYQAQ?q=G%C3%BCmbet%20An%C4%B1l%20Beach%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjnj7uxmb6WAxVEi3wGHT5JC3YQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3139941,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=3139941,2,False,True,True,True
BOD062,"Gümbet Cove Hotel, Muğla Türkiye",Gümbet,,review_required,83,,NOT_FOUND,69,,0,True,False,False,False
BOD063,Jasmin Beach Hotel,Gümbet,https://www.google.com/travel/hotels/entity/ChgIm7Skp6jayo0JGgwvZy8xaGRfZDR0MTkQAQ?q=Jasmin%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjUhqm_mb6WAxVRe0ECHVDNCIwQvukIegQIAxAC,verified_direct,95,,ERROR,0,,1,False,True,False,False
BOD064,Jasmin Elite Residence & Spa,Gümbet,https://www.google.com/travel/hotels/entity/ChgIgZSIp_O8x3MaDS9nLzExZnh3c3pqeDAQAQ?q=Jasmin%20Elite%20Residence%20%26%20Spa%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwj5kpLGmb6WAxVkZUECHQD6KnsQvukIegQIAxAC,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=10734986,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=10734986,2,False,True,True,True
BOD065,Mirada Exclusive Bodrum,Gümbet,https://www.google.com/travel/hotels/entity/ChoIsqH9xsjG_r-rARoNL2cvMTFzbXQ1YjNqNxAB,verified_direct,100,https://www.trip.com/hotels/detail/?hotelId=96677392,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=96677392,2,False,True,True,True
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,https://www.google.com/travel/hotels/entity/ChkI_76qtKi0wuyrARoML2cvMTJtOTFzNDl6EAE,verified_direct,100,https://www.trip.com/hotels/detail/?hotelId=4373993,verified_direct,88,https://www.trip.com/hotels/detail/?hotelId=4373993,2,False,True,True,True
BOD067,Sami Beach Hotel,Gümbet,https://www.google.com/travel/hotels/entity/ChkIx5-i2Nn1nZSQARoML2cvMTEzZHFwbTdwEAE?q=Sami%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwjkiN_Mmb6WAxXBaEECHSFvFZkQvukIegQIAxAC,verified_direct,95,,NOT_FOUND,43,,1,False,True,False,False
BOD068,Selectum Colours Bodrum,Gümbet,https://www.google.com/travel/hotels/entity/ChkIiavW48r20LIjGg0vZy8xMWZuNjFqcXI4EAE?q=Selectum%20Colours%20Bodrum%20G%C3%BCmbet%20Bodrum&ved=2ahUKEwjvuN3Tmb6WAxVEi3wGHT5JC3YQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=10718129,verified_direct,95,https://www.trip.com/hotels/detail/?hotelId=10718129,2,False,True,True,True
BOD069,Siesta Beach Apart,Gümbet,,review_required,75,,NOT_FOUND,0,,0,True,False,False,False
BOD070,The Luvi Hotel,Gümbet,https://www.google.com/travel/hotels/entity/ChgI0OmIl_qunPTFARoLL2cvMXRzeXh2eWMQAQ,verified_direct,100,,NOT_FOUND,67,,1,False,True,False,False
BOD071,Tropicana Beach Hotel,Gümbet,https://www.google.com/travel/hotels/entity/ChgIt8eM1NGWrOeJARoLL2cvMXRkcmhrdGsQAQ?q=Tropicana%20Beach%20Hotel%20G%C3%BCmbet%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwizr9_jmb6WAxVoh3wGHUiKCLMQvukIegQIAxAC,verified_direct,95,https://my.trip.com/hotels/gumbet-hotel-detail-3139968/tropicana-beach/,verified_direct,100,https://my.trip.com/hotels/gumbet-hotel-detail-3139968/tropicana-beach/,2,False,True,True,True
BOD072,VERY CHIC BODRUM,Gümbet,,review_required,74,https://uk.trip.com/hotels/bodrum-hotel-detail-3448155/very-chic-bodrum-adult-only/,verified_direct,100,https://uk.trip.com/hotels/bodrum-hotel-detail-3448155/very-chic-bodrum-adult-only/,1,True,False,True,True
